"","Units","scenario","region","sector","year","value"
"1","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",1975,0.0702306
"2","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",1990,0.123686
"3","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2005,0.298414761114509
"4","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2010,0.212812266784514
"5","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2015,0.262366843342229
"6","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2020,0.291750661954696
"7","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2025,0.289747552274573
"8","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2030,0.254778028960522
"9","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2035,0.202211470908836
"10","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2040,0.162064252073731
"11","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2045,0.12819459024692
"12","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2050,0.102627657730432
"13","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2055,0.0883868743842536
"14","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2060,0.0796430001011043
"15","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2065,0.0738969230834697
"16","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2070,0.069409625451893
"17","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2075,0.0656910557724722
"18","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2080,0.0634060824761881
"19","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2085,0.0621095755850416
"20","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2090,0.0611849555330246
"21","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2095,0.060162366653459
"22","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","agricultural energy use",2100,0.0590622727885968
"23","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2030,-0.316908
"24","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2035,-3.48498
"25","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2040,-22.0367
"26","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2045,-25.9527
"27","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2050,-6.80463
"28","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2055,-1.06145
"29","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2060,-0.800087
"30","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2065,-0.582351
"31","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2070,-0.423967
"32","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2075,-0.340549
"33","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2080,-0.296037
"34","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2085,-0.240458
"35","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2090,-0.206447
"36","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2095,-0.172256
"37","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","airCO2",2100,-0.158231
"38","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2020,2.67585144998532e-09
"39","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2025,7.5075893235246e-05
"40","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2030,0.0161032835929888
"41","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2035,0.0733732756509049
"42","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2040,0.253532698373819
"43","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2045,0.587513309066928
"44","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2050,0.925464752350009
"45","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2055,1.20353053594455
"46","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2060,1.35228223557375
"47","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2065,1.38896933072313
"48","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2070,1.34536253747597
"49","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2075,1.33871340306179
"50","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2080,1.3993214038225
"51","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2085,1.45591402021188
"52","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2090,1.48972300556271
"53","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2095,1.49285569037441
"54","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","backup_electricity",2100,1.47849789041489
"55","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",1975,0.192
"56","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",1990,0.299
"57","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2005,0.725
"58","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2010,1.093
"59","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2015,1.093
"60","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2020,1.325247
"61","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2025,1.3315381
"62","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2030,1.35173227
"63","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2035,1.11412796
"64","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2040,0.85118356
"65","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2045,0.77832715
"66","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2050,0.781312833
"67","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2055,0.809224284
"68","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2060,0.8444919764
"69","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2065,0.878025555
"70","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2070,0.910394642
"71","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2075,0.937751129
"72","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2080,0.956623657
"73","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2085,0.966995693
"74","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2090,0.972727052
"75","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2095,0.977422969
"76","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","cement",2100,0.981851556
"77","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",1990,0.0113099
"78","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2005,0.024435531
"79","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2010,0.026973545
"80","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2015,0.029859852
"81","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2020,0.033897344
"82","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2025,0.03164058451
"83","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2030,0.03852613564
"84","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2035,0.04978565511
"85","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2040,0.06545518872
"86","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2045,0.08747605875
"87","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2050,0.11678901118
"88","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2055,0.16591413359
"89","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2060,0.22744924694
"90","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2065,0.30161735034
"91","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2070,0.38384643401
"92","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2075,0.46969147849
"93","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2080,0.55597848593
"94","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2085,0.63817545842
"95","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2090,0.7091184015
"96","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2095,0.76632032061
"97","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm heating",2100,0.81779023173
"98","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",1990,0.221898730684502
"99","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2005,0.485119637915239
"100","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2010,0.535191456639642
"101","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2015,0.591517089345466
"102","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2020,0.424478315654884
"103","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2025,0.215016472360296
"104","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2030,0.136080194065687
"105","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2035,0.0988937505225325
"106","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2040,0.076522678671077
"107","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2045,0.0611084068374852
"108","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2050,0.0488087534871925
"109","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2055,0.0489602944519017
"110","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2060,0.0473138250477101
"111","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2065,0.0443981159020097
"112","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2070,0.040734618703565
"113","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2075,0.0372452388285736
"114","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2080,0.0342614044293274
"115","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2085,0.0311709386651442
"116","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2090,0.0279070467215423
"117","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2095,0.024640055354005
"118","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","comm others",2100,0.021798048258468
"119","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2005,0.0237974
"120","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2010,0.0796002
"121","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2015,0.0377482
"122","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2020,0.0421109767976955
"123","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2025,0.0389824508858554
"124","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2030,0.0355965442271998
"125","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2035,0.0317394683966276
"126","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2040,0.0287161222986636
"127","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2045,0.0257856606651926
"128","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2050,0.0228006328687192
"129","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2055,0.0201011329598595
"130","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2060,0.0174865480777508
"131","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2065,0.0150081060832582
"132","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2070,0.0128098926113957
"133","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2075,0.0109246821360158
"134","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2080,0.00933596657534942
"135","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2085,0.00796677013514215
"136","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2090,0.00673208242111126
"137","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2095,0.00559050437953346
"138","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","construction energy use",2100,0.00458001072233167
"139","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2030,1.12325402228763e-07
"140","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2035,5.61263450245941e-05
"141","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2040,0.0008025639216905
"142","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2045,0.00255782016365058
"143","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2050,0.00571478503711744
"144","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2055,0.0108381330933903
"145","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2060,0.0176701250928131
"146","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2065,0.02499159080233
"147","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2070,0.0322002903111961
"148","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2075,0.0403629394334746
"149","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2080,0.0499970729384038
"150","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2085,0.0572139687014458
"151","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2090,0.0618884544324914
"152","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2095,0.0639530043140507
"153","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","csp_backup",2100,0.0638112877953211
"154","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2005,-2.400000451933e-05
"155","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2010,-4.999993526894e-05
"156","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2015,-6.99999899076e-05
"157","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2020,-0.00011999981952086
"158","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2025,-9.999991297911e-05
"159","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2040,-0.00014999945711884
"160","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2045,-1.499998188426e-05
"161","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2050,-3.699992742552e-05
"162","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2070,-6.000008423e-06
"163","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2080,-1.199993370123e-05
"164","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2090,-1.099992207753e-05
"165","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered biomass",2095,-9.9999654986659e-07
"166","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2015,-7.45045496852295e-22
"167","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2020,-6.13931202674232e-09
"168","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2030,-2.26220729557251e-09
"169","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2035,-5.81223248911762e-09
"170","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2040,-2.29493555333535e-09
"171","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2045,-2.39455934539627e-09
"172","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2055,-3.83139821884431e-11
"173","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2060,-7.93480724147067e-11
"174","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2090,-9.22551549603639e-11
"175","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","delivered gas",2100,-1.95078771345784e-11
"176","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",1990,-1.80030650083832e-07
"177","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2005,-5.49974197798682e-07
"178","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2010,2.47505779756713e-07
"179","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2015,-7.45228992581753e-07
"180","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2020,-2.00412729536512e-06
"181","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2025,-4.04191252780287e-07
"182","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2030,5.78026131016581e-08
"183","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2035,3.93364197992991e-09
"184","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2040,-2.12042650004453e-09
"185","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2045,3.63542929940925e-10
"186","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2050,-2.5914424998295e-10
"187","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2055,1.35371014000767e-09
"188","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2060,3.49943499000228e-09
"189","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2065,1.32725036996754e-09
"190","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2070,-1.20815484004177e-09
"191","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2075,7.33827131997712e-09
"192","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2080,6.56503379012906e-09
"193","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2085,1.30950050300643e-08
"194","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2090,2.18572558898147e-08
"195","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2095,2.9347973000062e-08
"196","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2100,1.78049032498572e-08
"197","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2025,-0.219264287534546
"198","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2030,-0.837184676126249
"199","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2035,-2.49600486206822
"200","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2040,-4.16962229342343
"201","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2045,-3.24724314668944
"202","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2050,-1.89572932203234
"203","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2055,-1.48748008072303
"204","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2060,-1.35265447201072
"205","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2065,-1.23318745719572
"206","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2070,-1.2307676332351
"207","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2075,-1.16721946706437
"208","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2080,-1.09943003530059
"209","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2085,-1.08209469054686
"210","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2090,-1.16382620716025
"211","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2095,-1.24326337871655
"212","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2100,-1.35070132506026
"213","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2025,-9.55683841768334e-08
"214","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2030,3.3451384118713e-08
"215","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2035,1.08603507040891e-09
"216","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2040,-1.00967117600346e-08
"217","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2045,4.73164842010691e-09
"218","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2050,3.8222929006235e-10
"219","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2055,4.22491138998057e-09
"220","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2060,8.48815609818459e-10
"221","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2065,-8.94032650004571e-09
"222","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2070,-9.43335087017677e-09
"223","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2075,8.26842790994597e-09
"224","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2080,1.66011428101373e-08
"225","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2085,3.19729414604154e-08
"226","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2090,3.65158003310378e-08
"227","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2095,4.17898869689379e-08
"228","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2100,2.70437729187522e-08
"229","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2025,-0.122392380705055
"230","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2030,-0.517259487821401
"231","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2035,-1.46478979493807
"232","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2040,-2.88992049738856
"233","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2045,-3.57473362810199
"234","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2050,-2.99612166768399
"235","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2055,-2.69787860940388
"236","MTC","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2060,-2.58673069197477
