"","Units","scenario","region","sector","subsector","PrimaryFuelCO2Coef.name","year","value","PrimaryFuelCO2Coef","fuel"
"942","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2050,0.00533085,0,"onshore wind resource"
"943","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2055,0.0058913,0,"onshore wind resource"
"944","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2060,0.0057916,0,"onshore wind resource"
"945","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2065,0.00551167,0,"onshore wind resource"
"946","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2070,0.00622206,0,"onshore wind resource"
"947","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2075,0.00699934,0,"onshore wind resource"
"948","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2080,0.00775065,0,"onshore wind resource"
"949","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2085,0.00836697,0,"onshore wind resource"
"950","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2090,0.00881587,0,"onshore wind resource"
"951","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2095,0.00914634,0,"onshore wind resource"
"952","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Canada","H2 central production","wind","onshore wind resource",2100,0.00933242,0,"onshore wind resource"
"953","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2020,2.56224e-05,0,"biomass"
"954","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2025,0.000182473399,0,"biomass"
"955","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2030,0.001132704154,0,"biomass"
"956","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2035,0.0040610570121,0,"biomass"
"957","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2040,0.00742713805857,0,"biomass"
"958","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2045,0.00918159319972,0,"biomass"
"959","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2050,0.00840354253244,0,"biomass"
"960","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2055,0.00776589448449,0,"biomass"
"961","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2060,0.00887172328624,0,"biomass"
"962","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2065,0.00895084293399,0,"biomass"
"963","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2070,0.01046560261501,0,"biomass"
"964","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2075,0.01051110304185,0,"biomass"
"965","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2080,0.01025030381009,0,"biomass"
"966","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2085,0.00987397473241,0,"biomass"
"967","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2090,0.01082000452548,0,"biomass"
"968","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2095,0.01299570339611,0,"biomass"
"969","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","biomass","regional biomass",2100,0.0147958029429,0,"biomass"
"970","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2020,4.93379e-05,27.3,"coal"
"971","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2025,0.0001563576,27.3,"coal"
"972","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2030,0.000395545813,27.3,"coal"
"973","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2035,0.000734312737,27.3,"coal"
"974","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2040,0.001149412306,27.3,"coal"
"975","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2045,0.0013994894344,27.3,"coal"
"976","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2050,0.0014770519624,27.3,"coal"
"977","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2055,0.0013801883465,27.3,"coal"
"978","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2060,0.001222114198,27.3,"coal"
"979","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2065,0.000983693334,27.3,"coal"
"980","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2070,0.000868055683,27.3,"coal"
"981","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2075,0.000781335313,27.3,"coal"
"982","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2080,0.000706790114,27.3,"coal"
"983","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2085,0.000643821861,27.3,"coal"
"984","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2090,0.000570991119,27.3,"coal"
"985","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2095,0.000490366201,27.3,"coal"
"986","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","coal","regional coal",2100,0.00042432502,27.3,"coal"
"987","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2020,2.95301e-07,0,"elect_td_ind"
"988","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2025,1.53552e-06,0,"elect_td_ind"
"989","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2030,8.94655e-06,0,"elect_td_ind"
"990","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2035,3.22658e-05,0,"elect_td_ind"
"991","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2040,7.38719e-05,0,"elect_td_ind"
"992","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2045,0.000129949,0,"elect_td_ind"
"993","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2050,0.000212065,0,"elect_td_ind"
"994","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2055,0.000274521,0,"elect_td_ind"
"995","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2060,0.000313303,0,"elect_td_ind"
"996","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2065,0.000329656,0,"elect_td_ind"
"997","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2070,0.000352074,0,"elect_td_ind"
"998","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2075,0.000372759,0,"elect_td_ind"
"999","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2080,0.000384512,0,"elect_td_ind"
"1000","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2085,0.000387737,0,"elect_td_ind"
"1001","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2090,0.000390516,0,"elect_td_ind"
"1002","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2095,0.000395689,0,"elect_td_ind"
"1003","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","electricity","elect_td_ind",2100,0.000398456,0,"elect_td_ind"
"1004","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2020,7.48224e-05,14.2,"natural gas"
"1005","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2025,0.0002245305,14.2,"natural gas"
"1006","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2030,0.0008418707,14.2,"natural gas"
"1007","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2035,0.00204433852,14.2,"natural gas"
"1008","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2040,0.00356027592,14.2,"natural gas"
"1009","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2045,0.00482336801,14.2,"natural gas"
"1010","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2050,0.00565115279,14.2,"natural gas"
"1011","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2055,0.00571038642,14.2,"natural gas"
"1012","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2060,0.00539299486,14.2,"natural gas"
"1013","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2065,0.0045765002,14.2,"natural gas"
"1014","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2070,0.00422160708,14.2,"natural gas"
"1015","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2075,0.00399808595,14.2,"natural gas"
"1016","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2080,0.00381958831,14.2,"natural gas"
"1017","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2085,0.0037055126,14.2,"natural gas"
"1018","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2090,0.00346834229,14.2,"natural gas"
"1019","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2095,0.00310905808,14.2,"natural gas"
"1020","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","gas","regional natural gas",2100,0.00280513224,14.2,"natural gas"
"1021","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2020,1.39785e-05,0,"nuclearFuelGenIII"
"1022","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2025,6.43388e-05,0,"nuclearFuelGenIII"
"1023","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2030,0.00031443,0,"nuclearFuelGenIII"
"1024","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2035,0.000970291,0,"nuclearFuelGenIII"
"1025","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2040,0.00203059,0,"nuclearFuelGenIII"
"1026","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2045,0.00314433,0,"nuclearFuelGenIII"
"1027","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2050,0.00448705,0,"nuclearFuelGenIII"
"1028","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2055,0.00710317,0,"nuclearFuelGenIII"
"1029","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2060,0.0100475,0,"nuclearFuelGenIII"
"1030","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2065,0.0145958,0,"nuclearFuelGenIII"
"1031","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2070,0.0153882,0,"nuclearFuelGenIII"
"1032","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2075,0.0164255,0,"nuclearFuelGenIII"
"1033","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2080,0.0176606,0,"nuclearFuelGenIII"
"1034","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2085,0.0189962,0,"nuclearFuelGenIII"
"1035","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2090,0.0198297,0,"nuclearFuelGenIII"
"1036","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2095,0.0201057,0,"nuclearFuelGenIII"
"1037","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","nuclear","nuclearFuelGenIII",2100,0.0196486,0,"nuclearFuelGenIII"
"1038","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2020,1.81817e-05,0,"global solar resource"
"1039","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2025,8.29439e-05,0,"global solar resource"
"1040","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2030,0.000402342,0,"global solar resource"
"1041","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2035,0.00123695,0,"global solar resource"
"1042","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2040,0.00258378,0,"global solar resource"
"1043","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2045,0.00399276,0,"global solar resource"
"1044","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2050,0.00568156,0,"global solar resource"
"1045","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2055,0.0062104,0,"global solar resource"
"1046","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2060,0.00578523,0,"global solar resource"
"1047","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2065,0.00520026,0,"global solar resource"
"1048","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2070,0.00558774,0,"global solar resource"
"1049","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2075,0.00609727,0,"global solar resource"
"1050","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2080,0.00668426,0,"global solar resource"
"1051","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2085,0.00729196,0,"global solar resource"
"1052","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2090,0.00772779,0,"global solar resource"
"1053","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2095,0.00793224,0,"global solar resource"
"1054","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","solar","global solar resource",2100,0.0077811,0,"global solar resource"
"1055","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2020,1.58767e-05,0,"onshore wind resource"
"1056","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2025,6.46274e-05,0,"onshore wind resource"
"1057","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2030,0.00027295,0,"onshore wind resource"
"1058","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2035,0.000746603,0,"onshore wind resource"
"1059","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2040,0.00140466,0,"onshore wind resource"
"1060","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2045,0.00205717,0,"onshore wind resource"
"1061","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2050,0.0028319,0,"onshore wind resource"
"1062","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2055,0.00314945,0,"onshore wind resource"
"1063","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2060,0.00300781,0,"onshore wind resource"
"1064","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2065,0.00273959,0,"onshore wind resource"
"1065","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2070,0.00293492,0,"onshore wind resource"
"1066","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2075,0.00317562,0,"onshore wind resource"
"1067","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2080,0.00344737,0,"onshore wind resource"
"1068","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2085,0.00374331,0,"onshore wind resource"
"1069","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2090,0.00397338,0,"onshore wind resource"
"1070","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2095,0.0041134,0,"onshore wind resource"
"1071","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 central production","wind","onshore wind resource",2100,0.00412101,0,"onshore wind resource"
"1072","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2020,7.89665e-05,0,"biomass"
"1073","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2025,0.00072071868,0,"biomass"
"1074","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2030,0.004018829961,0,"biomass"
"1075","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2035,0.01571260801,0,"biomass"
"1076","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2040,0.0312767192716,0,"biomass"
"1077","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2045,0.04507340403004,0,"biomass"
"1078","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2050,0.04956460183043,0,"biomass"
"1079","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2055,0.05306370230673,0,"biomass"
"1080","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2060,0.07008330112689,0,"biomass"
"1081","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2065,0.08295530064145,0,"biomass"
"1082","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2070,0.111711000306311,0,"biomass"
"1083","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2075,0.128341000212266,0,"biomass"
"1084","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2080,0.132088000221036,0,"biomass"
"1085","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2085,0.130715000233988,0,"biomass"
"1086","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2090,0.14958500013514,0,"biomass"
"1087","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2095,0.196524,0,"biomass"
"1088","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","biomass","regional biomass",2100,0.23785,0,"biomass"
"1089","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2020,0.0001538189,27.3,"coal"
"1090","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2025,0.00063106191,27.3,"coal"
"1091","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2030,0.00150195026,27.3,"coal"
"1092","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2035,0.00290665841,27.3,"coal"
"1093","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2040,0.004563243833,27.3,"coal"
"1094","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2045,0.005815581998,27.3,"coal"
"1095","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2050,0.0067191350313,27.3,"coal"
"1096","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2055,0.0068170926,27.3,"coal"
"1097","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2060,0.006203195878,27.3,"coal"
"1098","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2065,0.005107920281,27.3,"coal"
"1099","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2070,0.004300518196,27.3,"coal"
"1100","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2075,0.003835984861,27.3,"coal"
"1101","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2080,0.003479771685,27.3,"coal"
"1102","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2085,0.003127067195,27.3,"coal"
"1103","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2090,0.002487575265,27.3,"coal"
"1104","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2095,0.001748339465,27.3,"coal"
"1105","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","coal","regional coal",2100,0.001316280499,27.3,"coal"
"1106","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2020,1.27367e-06,0,"elect_td_ind"
"1107","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2025,7.1726e-06,0,"elect_td_ind"
"1108","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2030,3.26965e-05,0,"elect_td_ind"
"1109","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2035,0.000100758,0,"elect_td_ind"
"1110","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2040,0.000215137,0,"elect_td_ind"
"1111","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2045,0.000350875,0,"elect_td_ind"
"1112","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2050,0.000553359,0,"elect_td_ind"
"1113","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2055,0.000693951,0,"elect_td_ind"
"1114","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2060,0.000721869,0,"elect_td_ind"
"1115","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2065,0.00071555,0,"elect_td_ind"
"1116","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2070,0.000687829,0,"elect_td_ind"
"1117","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2075,0.00068915,0,"elect_td_ind"
"1118","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2080,0.000720483,0,"elect_td_ind"
"1119","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2085,0.000743879,0,"elect_td_ind"
"1120","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 central production","electricity","elect_td_ind",2090,0.000678276,0,"elect_td_ind"
