"","Units","scenario","region","sector","subsector","PrimaryFuelCO2Coef.name","year","value","PrimaryFuelCO2Coef","fuel"
"2191","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","electricity","elect_td_ind",2090,0.00209323,0,"elect_td_ind"
"2192","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","electricity","elect_td_ind",2095,0.00201562,0,"elect_td_ind"
"2193","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","electricity","elect_td_ind",2100,0.00195317,0,"elect_td_ind"
"2194","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2020,0.0001824313,14.2,"natural gas"
"2195","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2025,0.000565508,14.2,"natural gas"
"2196","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2030,0.002026505,14.2,"natural gas"
"2197","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2035,0.004408459,14.2,"natural gas"
"2198","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2040,0.005789082,14.2,"natural gas"
"2199","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2045,0.006741017,14.2,"natural gas"
"2200","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2050,0.007368724,14.2,"natural gas"
"2201","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2055,0.006688037,14.2,"natural gas"
"2202","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2060,0.005723864,14.2,"natural gas"
"2203","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2065,0.004452253,14.2,"natural gas"
"2204","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2070,0.004120826,14.2,"natural gas"
"2205","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2075,0.003763344,14.2,"natural gas"
"2206","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2080,0.003419522,14.2,"natural gas"
"2207","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2085,0.003103093,14.2,"natural gas"
"2208","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2090,0.002779469,14.2,"natural gas"
"2209","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2095,0.002469114,14.2,"natural gas"
"2210","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","gas","regional natural gas",2100,0.002266452,14.2,"natural gas"
"2211","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2020,3.41879e-05,0,"nuclearFuelGenIII"
"2212","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2025,0.000287861,0,"nuclearFuelGenIII"
"2213","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2030,0.0013334,0,"nuclearFuelGenIII"
"2214","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2035,0.00464208,0,"nuclearFuelGenIII"
"2215","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2040,0.0113072,0,"nuclearFuelGenIII"
"2216","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2045,0.0186523,0,"nuclearFuelGenIII"
"2217","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2050,0.025886,0,"nuclearFuelGenIII"
"2218","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2055,0.0393574,0,"nuclearFuelGenIII"
"2219","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2060,0.0560756,0,"nuclearFuelGenIII"
"2220","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2065,0.0777122,0,"nuclearFuelGenIII"
"2221","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2070,0.0840937,0,"nuclearFuelGenIII"
"2222","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2075,0.0878523,0,"nuclearFuelGenIII"
"2223","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2080,0.0896452,0,"nuclearFuelGenIII"
"2224","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2085,0.0894921,0,"nuclearFuelGenIII"
"2225","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2090,0.0877374,0,"nuclearFuelGenIII"
"2226","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2095,0.0853627,0,"nuclearFuelGenIII"
"2227","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","nuclear","nuclearFuelGenIII",2100,0.0815114,0,"nuclearFuelGenIII"
"2228","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2020,4.44673e-05,0,"global solar resource"
"2229","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2025,0.000371091,0,"global solar resource"
"2230","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2030,0.00170613,0,"global solar resource"
"2231","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2035,0.00591745,0,"global solar resource"
"2232","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2040,0.0143865,0,"global solar resource"
"2233","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2045,0.0236831,0,"global solar resource"
"2234","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2050,0.0327741,0,"global solar resource"
"2235","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2055,0.0344069,0,"global solar resource"
"2236","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2060,0.0322832,0,"global solar resource"
"2237","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2065,0.0276831,0,"global solar resource"
"2238","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2070,0.0305307,0,"global solar resource"
"2239","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2075,0.0326055,0,"global solar resource"
"2240","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2080,0.0339228,0,"global solar resource"
"2241","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2085,0.0343461,0,"global solar resource"
"2242","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2090,0.0341851,0,"global solar resource"
"2243","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2095,0.033671,0,"global solar resource"
"2244","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","solar","global solar resource",2100,0.032273,0,"global solar resource"
"2245","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2020,1.24933e-05,0,"onshore wind resource"
"2246","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2025,7.22658e-05,0,"onshore wind resource"
"2247","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2030,0.000252496,0,"onshore wind resource"
"2248","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2035,0.000762162,0,"onshore wind resource"
"2249","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2040,0.00166685,0,"onshore wind resource"
"2250","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2045,0.00258413,0,"onshore wind resource"
"2251","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2050,0.0034999,0,"onshore wind resource"
"2252","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2055,0.00371732,0,"onshore wind resource"
"2253","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2060,0.00361314,0,"onshore wind resource"
"2254","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2065,0.00324164,0,"onshore wind resource"
"2255","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2070,0.0035895,0,"onshore wind resource"
"2256","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2075,0.00383639,0,"onshore wind resource"
"2257","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2080,0.00397362,0,"onshore wind resource"
"2258","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2085,0.00399267,0,"onshore wind resource"
"2259","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2090,0.00391773,0,"onshore wind resource"
"2260","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2095,0.00380342,0,"onshore wind resource"
"2261","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Indonesia","H2 central production","wind","onshore wind resource",2100,0.00370279,0,"onshore wind resource"
"2262","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2020,6.7861e-05,0,"biomass"
"2263","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2025,0.00022504004,0,"biomass"
"2264","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2030,0.005631205875,0,"biomass"
"2265","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2035,0.040321035982,0,"biomass"
"2266","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2040,0.0664669710077,0,"biomass"
"2267","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2045,0.046590739109,0,"biomass"
"2268","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2050,0.030315775422,0,"biomass"
"2269","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2055,0.024623879971,0,"biomass"
"2270","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2060,0.023327766042,0,"biomass"
"2271","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2065,0.020570660865,0,"biomass"
"2272","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2070,0.022351563499,0,"biomass"
"2273","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2075,0.021126600282,0,"biomass"
"2274","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2080,0.019574734696,0,"biomass"
"2275","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2085,0.017921856051,0,"biomass"
"2276","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2090,0.017903434,0,"biomass"
"2277","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2095,0.019256276861,0,"biomass"
"2278","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","biomass","regional biomass",2100,0.02067885524,0,"biomass"
"2279","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2020,0.000259075,27.3,"coal"
"2280","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2025,0.00015012306,27.3,"coal"
"2281","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2030,0.00140974244,27.3,"coal"
"2282","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2035,0.00417015422,27.3,"coal"
"2283","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2040,0.00604323098,27.3,"coal"
"2284","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2045,0.00546542951,27.3,"coal"
"2285","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2050,0.00429405687,27.3,"coal"
"2286","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2055,0.00364524156,27.3,"coal"
"2287","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2060,0.00299982723,27.3,"coal"
"2288","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2065,0.00230874286,27.3,"coal"
"2289","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2070,0.00206783094,27.3,"coal"
"2290","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2075,0.00186251931,27.3,"coal"
"2291","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2080,0.00166508755,27.3,"coal"
"2292","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2085,0.00148626119,27.3,"coal"
"2293","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2090,0.00130728145,27.3,"coal"
"2294","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2095,0.00113694084,27.3,"coal"
"2295","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","coal","regional coal",2100,0.00102120869,27.3,"coal"
"2296","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2020,2.09399e-06,0,"elect_td_ind"
"2297","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2025,2.67915e-06,0,"elect_td_ind"
"2298","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2030,4.86286e-05,0,"elect_td_ind"
"2299","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2035,0.000256087,0,"elect_td_ind"
"2300","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2040,0.000695072,0,"elect_td_ind"
"2301","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2045,0.00145124,0,"elect_td_ind"
"2302","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2050,0.00231043,0,"elect_td_ind"
"2303","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2055,0.00271734,0,"elect_td_ind"
"2304","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2060,0.00288635,0,"elect_td_ind"
"2305","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2065,0.0028575,0,"elect_td_ind"
"2306","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2070,0.00302727,0,"elect_td_ind"
"2307","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2075,0.00316046,0,"elect_td_ind"
"2308","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2080,0.0032968,0,"elect_td_ind"
"2309","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2085,0.00328654,0,"elect_td_ind"
"2310","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2090,0.00316787,0,"elect_td_ind"
"2311","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2095,0.00303916,0,"elect_td_ind"
"2312","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","electricity","elect_td_ind",2100,0.00299034,0,"elect_td_ind"
"2313","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2020,0.000311203,14.2,"natural gas"
"2314","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2025,0.0002732473,14.2,"natural gas"
"2315","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2030,0.0035531673,14.2,"natural gas"
"2316","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2035,0.0130113691,14.2,"natural gas"
"2317","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2040,0.0217353467,14.2,"natural gas"
"2318","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2045,0.0234041111,14.2,"natural gas"
"2319","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2050,0.020640235,14.2,"natural gas"
"2320","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2055,0.0184885109,14.2,"natural gas"
"2321","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2060,0.0159845381,14.2,"natural gas"
"2322","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2065,0.0127545171,14.2,"natural gas"
"2323","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2070,0.0117653397,14.2,"natural gas"
"2324","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2075,0.0109466709,14.2,"natural gas"
"2325","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2080,0.0101530449,14.2,"natural gas"
"2326","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2085,0.0094679167,14.2,"natural gas"
"2327","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2090,0.0086396918,14.2,"natural gas"
"2328","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2095,0.007747169,14.2,"natural gas"
"2329","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","gas","regional natural gas",2100,0.0071696532,14.2,"natural gas"
"2330","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2020,3.87883e-05,0,"nuclearFuelGenIII"
"2331","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2025,0.000110219,0,"nuclearFuelGenIII"
"2332","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2030,0.00183326,0,"nuclearFuelGenIII"
"2333","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2035,0.00803865,0,"nuclearFuelGenIII"
"2334","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2040,0.0184961,0,"nuclearFuelGenIII"
"2335","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2045,0.0308917,0,"nuclearFuelGenIII"
"2336","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2050,0.0395126,0,"nuclearFuelGenIII"
"2337","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2055,0.0554764,0,"nuclearFuelGenIII"
"2338","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2060,0.074598,0,"nuclearFuelGenIII"
"2339","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2065,0.101776,0,"nuclearFuelGenIII"
"2340","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2070,0.105765,0,"nuclearFuelGenIII"
"2341","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2075,0.108961,0,"nuclearFuelGenIII"
"2342","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2080,0.110821,0,"nuclearFuelGenIII"
"2343","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2085,0.111475,0,"nuclearFuelGenIII"
"2344","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2090,0.11054,0,"nuclearFuelGenIII"
"2345","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2095,0.10896,0,"nuclearFuelGenIII"
"2346","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","nuclear","nuclearFuelGenIII",2100,0.105868,0,"nuclearFuelGenIII"
"2347","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2020,5.04517e-05,0,"global solar resource"
"2348","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2025,0.000142087,0,"global solar resource"
"2349","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2030,0.00234575,0,"global solar resource"
"2350","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2035,0.0102474,0,"global solar resource"
"2351","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2040,0.0235341,0,"global solar resource"
"2352","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2045,0.0392259,0,"global solar resource"
"2353","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2050,0.0500283,0,"global solar resource"
"2354","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2055,0.0484992,0,"global solar resource"
"2355","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2060,0.0429477,0,"global solar resource"
"2356","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2065,0.0362559,0,"global solar resource"
"2357","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2070,0.0383992,0,"global solar resource"
"2358","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2075,0.0404402,0,"global solar resource"
"2359","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2080,0.0419364,0,"global solar resource"
"2360","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2085,0.0427833,0,"global solar resource"
"2361","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2090,0.0430701,0,"global solar resource"
"2362","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2095,0.0429793,0,"global solar resource"
"2363","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","solar","global solar resource",2100,0.0419169,0,"global solar resource"
"2364","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2020,4.29047e-05,0,"onshore wind resource"
"2365","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2025,0.000112788,0,"onshore wind resource"
"2366","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2030,0.00155706,0,"onshore wind resource"
"2367","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2035,0.00618219,0,"onshore wind resource"
"2368","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2040,0.0131917,0,"onshore wind resource"
"2369","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2045,0.0202393,0,"onshore wind resource"
"2370","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2050,0.0244217,0,"onshore wind resource"
"2371","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2055,0.0240301,0,"onshore wind resource"
"2372","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2060,0.022424,0,"onshore wind resource"
"2373","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2065,0.0197771,0,"onshore wind resource"
"2374","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2070,0.0214697,0,"onshore wind resource"
"2375","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2075,0.0232659,0,"onshore wind resource"
"2376","EJ","GCAM_CWF_W16_nuctrial3_cprice12","Japan","H2 central production","wind","onshore wind resource",2080,0.0244907,0,"onshore wind resource"
