scenario,region,direct,transformation,enduse,ghg,Units,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,,
GCAM_CWF_W16_nuctrial3_cprice12,Colombia,oil,electricity,industrial energy use,CO2,MTCO2e,0.017066029,0.068109081,0.545064697,0.342152725,0.286007663,0.32359002,0.398196107,0.450836243,0.341906128,0.237639566,0.172763618,0.078233399,0.081469907,0.130373744,0.119522351,0.106244861,0.07766068,0.044956821,0.040869637,0.052332823,,
GCAM_CWF_W16_nuctrial3_cprice12,Colombia,oil,electricity,iron and steel,CO2,MTCO2e,0.005605863,0.023502416,0.091924102,0.073241719,0.078203799,0.089161289,0.096746919,0.099105651,0.072840686,0.049502478,0.035449382,0.015812903,0.016222076,0.025546726,0.022975701,0.019957647,0.014198895,0.007956567,0.006966332,0.008572648,,
GCAM_CWF_W16_nuctrial3_cprice12,Colombia,oil,electricity,Passenger Rail,CO2,MTCO2e,8.26E-05,0.000383653,0.002665656,0.001844771,0.001432995,0.001311704,0.00113696,0.000982878,0.000643718,0.000411758,0.000304612,0.000143566,0.00015839,0.000271786,0.000268577,0.000258416,0.000205052,0.000129012,0.000127571,0.000178342,,
GCAM_CWF_W16_nuctrial3_cprice12,Colombia,oil,electricity,resid cooling,CO2,MTCO2e,0.007175921,0.032193621,0.15915032,0.101126377,0.07292821,0.064929133,0.057443692,0.050823033,0.0338544,0.021596723,0.01484774,0.006463107,0.006512471,0.010066422,0.008917851,0.007649496,0.005399198,0.003003103,0.002613094,0.003233207,,
GCAM_CWF_W16_nuctrial3_cprice12,Colombia,oil,electricity,resid heating,CO2,MTCO2e,0.002059054,0.009237751,0.045666903,0.027395857,0.022112966,0.025106499,0.026413839,0.027697963,0.021117036,0.014990392,0.010989737,0.00507477,0.005387389,0.008699885,0.008042511,0.007195385,0.005293128,0.003066235,0.0027813,0.003585869,,
GCAM_CWF_W16_nuctrial3_cprice12,Colombia,oil,electricity,resid others,CO2,MTCO2e,0.03096106,0.138902023,0.686669481,0.439703659,0.344474623,0.348471162,0.335325445,0.31956112,0.225649116,0.151082753,0.107810965,0.04854084,0.050429906,0.080406697,0.073541079,0.065176587,0.047532662,0.027391646,0.024742639,0.031643404,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,agricultural energy use,CO2,MTCO2e,-1.06E-07,-1.87E-07,-9.70E-08,-1.57E-07,-0.085150426,-0.331387614,-0.658073867,-0.806068708,-0.782297148,-0.642596034,-0.42367136,-0.307845966,-0.239823868,-0.232220574,-0.199206551,-0.16551633,-0.16482577,-0.167193941,-0.158061729,-0.156087944,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,aluminum,CO2,MTCO2e,-1.90E-07,-2.46E-07,-1.59E-07,-2.92E-07,-0.170566152,-0.493644969,-0.658786441,-0.629868306,-0.448820618,-0.281712361,-0.155524219,-0.099959158,-0.071641549,-0.066440986,-0.056300666,-0.047301681,-0.048329496,-0.049698655,-0.046981265,-0.046038598,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,cement,CO2,MTCO2e,-1.09E-07,-1.94E-07,-9.55E-08,-1.51E-07,-0.072336702,-0.19921074,-0.273956529,-0.268332632,-0.18998308,-0.117297822,-0.064815416,-0.041453832,-0.029541778,-0.027344725,-0.023193032,-0.019500573,-0.01991802,-0.020488841,-0.019390654,-0.019039874,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,chemical energy use,CO2,MTCO2e,-4.80E-07,-7.31E-07,-4.06E-07,-6.95E-07,-0.396431536,-1.214123301,-1.982426752,-2.3679543,-1.871365555,-1.239275296,-0.698011946,-0.452029389,-0.319438009,-0.289657568,-0.239354235,-0.194851902,-0.19091596,-0.188165517,-0.171178246,-0.162425725,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,comm cooling,CO2,MTCO2e,-1.64E-07,-3.41E-07,-1.60E-07,-3.08E-07,-0.183920144,-0.548150829,-0.757302546,-0.739112642,-0.522243349,-0.31781568,-0.170616829,-0.106478856,-0.07355042,-0.065480973,-0.052590414,-0.041737152,-0.040175323,-0.038871475,-0.03447926,-0.031922451,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,comm heating,CO2,MTCO2e,-2.87E-08,-5.96E-08,-2.80E-08,-6.35E-08,-0.053934693,-0.335251533,-0.839291522,-1.229641964,-1.258937871,-1.054969068,-0.679444635,-0.514068736,-0.41807732,-0.41589956,-0.358775099,-0.297850405,-0.296732506,-0.311044423,-0.304188733,-0.307653722,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,comm others,CO2,MTCO2e,-1.75E-06,-3.63E-06,-1.71E-06,-3.76E-06,-2.395383742,-9.03470053,-15.07852799,-16.81246768,-13.40126202,-9.104168725,-5.401165659,-3.710555004,-2.797061275,-2.675662416,-2.300913992,-1.944556305,-1.989539499,-2.050980645,-1.938791904,-1.898270861,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,construction,CO2,MTCO2e,-5.11E-08,-1.06E-07,-4.91E-08,-8.24E-08,-0.04749557,-0.176823687,-0.331131969,-0.392446946,-0.347883175,-0.260397788,-0.16038263,-0.111272916,-0.083969383,-0.080268715,-0.069040034,-0.058149261,-0.058980481,-0.06070801,-0.057996187,-0.05779584,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,Freight Rail,CO2,MTCO2e,-1.19E-07,-1.66E-07,-7.43E-08,-1.47E-07,-0.098916287,-0.343979513,-0.505178948,-0.497294969,-0.35236151,-0.218594568,-0.13260205,-0.093897973,-0.074425847,-0.076659034,-0.072100498,-0.067443968,-0.077047745,-0.088722007,-0.094076534,-0.103874257,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,industrial energy use,CO2,MTCO2e,-2.22E-06,-3.34E-06,-1.76E-06,-3.40E-06,-2.057593244,-7.036312216,-13.13455703,-16.97046441,-14.47850646,-10.14026808,-6.08464305,-4.175353726,-3.121618989,-2.962198266,-2.526597632,-2.105832996,-2.107568485,-2.122492753,-1.967491931,-1.891812177,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,iron and steel,CO2,MTCO2e,-5.40E-07,-7.93E-07,-3.75E-07,-7.17E-07,-0.418625388,-1.248515573,-1.793162088,-1.852640412,-1.360216394,-0.853457803,-0.464994246,-0.294842482,-0.206425244,-0.184566763,-0.149280372,-0.118773219,-0.114170439,-0.110184054,-0.097544718,-0.089297328,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,mining energy use,CO2,MTCO2e,-6.86E-08,-1.43E-07,-8.25E-08,-1.40E-07,-0.074276085,-0.2346587,-0.360428145,-0.373060741,-0.288237412,-0.192287965,-0.111703422,-0.075079027,-0.055509146,-0.052268381,-0.044433375,-0.037177689,-0.03764757,-0.038731989,-0.036839356,-0.036408434,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,Passenger Rail,CO2,MTCO2e,-1.05E-07,-1.46E-07,-6.57E-08,-1.20E-07,-0.068723845,-0.197112125,-0.2461378,-0.226124677,-0.155735175,-0.095366418,-0.05431132,-0.035985979,-0.026429567,-0.025068636,-0.021665712,-0.018573545,-0.019386053,-0.020391977,-0.019710127,-0.019779037,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,resid cooling,CO2,MTCO2e,-1.80E-07,-3.28E-07,-1.55E-07,-2.83E-07,-0.159926314,-0.470239232,-0.637626393,-0.609556331,-0.423115823,-0.253611979,-0.134049632,-0.082334062,-0.055828454,-0.048823641,-0.03863914,-0.03029827,-0.028772021,-0.027513818,-0.0241706,-0.02212694,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,resid heating,CO2,MTCO2e,-1.63E-07,-2.97E-07,-1.40E-07,-3.06E-07,-0.297954044,-1.775733926,-4.05409441,-5.408950004,-4.9515225,-3.712395232,-2.244113883,-1.582920013,-1.210114851,-1.154853486,-0.977857807,-0.807888754,-0.805174744,-0.827004667,-0.786418277,-0.775202801,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,biomass,electricity,resid others,CO2,MTCO2e,-1.57E-06,-2.87E-06,-1.36E-06,-2.68E-06,-1.69580785,-6.543239276,-10.86565521,-11.90909488,-9.375017558,-6.300699307,-3.685108011,-2.500427973,-1.861193168,-1.758810224,-1.496010011,-1.251856095,-1.269302758,-1.299577404,-1.221508231,-1.189750516,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,agricultural energy use,CO2,MTCO2e,3.769363101,3.812867766,3.596831094,3.189569063,1.051672876,0.116504437,0.051873933,0.018206039,0.009397833,0.004786871,0.003807422,0.002850758,0.001780101,0.001492727,0.001211974,0.000714822,0.000944457,0.001028103,0.000802424,0.000632461,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,aluminum,CO2,MTCO2e,6.745253558,5.019827228,5.909364885,5.938298271,2.106622409,0.173548518,0.051930103,0.01422634,0.005391738,0.002098551,0.001397655,0.000925656,0.000531762,0.000427086,0.000342534,0.000204284,0.000276929,0.000305605,0.000238507,0.000186546,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,cement,CO2,MTCO2e,3.85139253,3.952155635,3.543415291,3.083526789,0.893413583,0.070035615,0.021595148,0.006060618,0.00228229,0.000873783,0.000582479,0.000383877,0.000219275,0.000175773,0.000141107,8.42E-05,0.000114131,0.000125989,9.84E-05,7.71E-05,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,chemical energy use,CO2,MTCO2e,17.00150078,14.90561241,15.04618958,14.15390448,4.89623261,0.42684381,0.156268586,0.05348312,0.022480948,0.009231696,0.006272849,0.004185946,0.00237104,0.001861935,0.001456232,0.000841515,0.001093954,0.001157061,0.000869012,0.000658141,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,comm cooling,CO2,MTCO2e,5.821752977,6.952174407,5.94994546,6.265902971,2.271554417,0.192710896,0.059695824,0.016693755,0.006273774,0.002367495,0.001533288,0.00098603,0.000545931,0.000420915,0.00031996,0.000180252,0.000230206,0.000239027,0.000175039,0.000129348,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,comm heating,CO2,MTCO2e,1.016382033,1.213739868,1.038773033,1.292495398,0.666134703,0.117862858,0.066158762,0.027772955,0.015123778,0.007858749,0.006105989,0.004760451,0.003103194,0.002673426,0.002182789,0.001286339,0.001700286,0.001912663,0.001544259,0.001246598,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,comm others,CO2,MTCO2e,61.98763971,74.02398305,63.35277659,76.54007883,29.58482089,3.1762886,1.188593852,0.379729974,0.160991031,0.067819408,0.048538848,0.034361002,0.020761289,0.01719931,0.013998772,0.008398038,0.011400122,0.012611816,0.009842565,0.007691703,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,construction,CO2,MTCO2e,1.810347788,2.17014095,1.82166944,1.677796235,0.586606607,0.0621651,0.026102112,0.00886389,0.004179164,0.001939773,0.001441316,0.001030425,0.000623266,0.000515972,0.00042004,0.000251132,0.00033796,0.000373303,0.000294426,0.000234186,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,Freight Rail,CO2,MTCO2e,4.224387809,3.376946599,2.75678721,2.986875586,1.221691782,0.120931314,0.039821698,0.01123201,0.004232963,0.00162837,0.00119166,0.000869527,0.000552429,0.000492769,0.00043866,0.000291273,0.000441486,0.000545566,0.000477594,0.000420894,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,industrial energy use,CO2,MTCO2e,78.79189618,67.98579283,65.37775321,69.15909525,25.41284994,2.473724304,1.035356618,0.383298522,0.173932103,0.075537592,0.054681078,0.038665196,0.023170331,0.019041179,0.015371833,0.00909455,0.012076431,0.013051555,0.009988265,0.007665532,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,iron and steel,CO2,MTCO2e,19.14410304,16.1680221,13.90660149,14.58966843,5.170343651,0.438934945,0.141349436,0.041844131,0.016340449,0.006357637,0.00417878,0.002730342,0.001532199,0.001186406,0.000908223,0.000512951,0.0006542,0.00067754,0.0004952,0.000361829,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,mining energy use,CO2,MTCO2e,2.431283657,2.922314622,3.061938145,2.853038133,0.917366442,0.082497892,0.028411439,0.008426029,0.003462632,0.001432405,0.001003849,0.000695257,0.000412019,0.000335984,0.000270333,0.000160561,0.000215722,0.000238169,0.00018702,0.000147525,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,Passenger Rail,CO2,MTCO2e,3.728271731,2.980569663,2.438224535,2.452517061,0.84879204,0.069297814,0.019402284,0.0051073,0.001870866,0.00071041,0.000488081,0.000333242,0.000196174,0.000161143,0.000131814,8.02E-05,0.000111083,0.000125394,0.000100061,8.01E-05,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,resid cooling,CO2,MTCO2e,6.38081151,6.68476544,5.75275337,5.764507,1.975212267,0.165319869,0.050262122,0.013767569,0.005082943,0.001889224,0.001204669,0.000762441,0.000414389,0.000313841,0.000235081,0.00013085,0.000164865,0.000169187,0.000122706,8.97E-05,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,resid heating,CO2,MTCO2e,5.774945108,6.050044628,5.206530019,6.229827484,3.679960278,0.624286705,0.319571758,0.122167696,0.059483257,0.027654633,0.020167258,0.014658378,0.008982122,0.007423464,0.005949292,0.003489063,0.004613676,0.005085387,0.003992369,0.003141085,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,coal,electricity,resid others,CO2,MTCO2e,55.76257321,58.41904053,50.27390318,54.49954217,20.94452368,2.300376892,0.856506086,0.268981352,0.112623254,0.046935608,0.033117091,0.023154814,0.013814774,0.011305732,0.009101732,0.005406444,0.007273143,0.007991314,0.006201168,0.004820812,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,agricultural energy use,CO2,MTCO2e,0.309461262,0.278465512,0.225200102,0.179269137,0.112858803,0.060634263,0.05648067,0.051174084,0.044562519,0.035177939,0.026239826,0.017486744,0.011471216,0.007674303,0.005477586,0.003858216,0.003680192,0.003221093,0.002513206,0.002032558,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,aluminum,CO2,MTCO2e,0.553779146,0.366613491,0.369989454,0.333760953,0.226069236,0.090322624,0.056541828,0.039987824,0.025566471,0.015421913,0.009632297,0.005678035,0.003426747,0.002195707,0.0015481,0.001102611,0.00107909,0.000957475,0.000747009,0.000599509,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,cement,CO2,MTCO2e,0.316195803,0.288638136,0.221855701,0.173309051,0.095875428,0.036449752,0.023512935,0.017035367,0.010822134,0.00642129,0.004014303,0.002354725,0.001413038,0.000903674,0.000637739,0.000454562,0.000444725,0.00039473,0.000308314,0.000247935,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,chemical energy use,CO2,MTCO2e,1.39580766,1.088602924,0.942052417,0.795517575,0.525432351,0.222149135,0.170146235,0.150331963,0.106599855,0.067842235,0.043230942,0.025676875,0.015279307,0.00957245,0.006581528,0.004542034,0.004262727,0.003625123,0.002721761,0.002115087,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,comm cooling,CO2,MTCO2e,0.477960593,0.507738775,0.372530232,0.352173914,0.243768683,0.100295606,0.064997194,0.04692331,0.029748899,0.017398334,0.010567049,0.006048377,0.003518052,0.002163981,0.00144608,0.000972901,0.000897025,0.000748883,0.000548226,0.00041569,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,comm heating,CO2,MTCO2e,0.083444035,0.088643172,0.065038304,0.072644464,0.071485313,0.061341248,0.072034083,0.078065058,0.071713725,0.057752672,0.042080987,0.02920093,0.019997407,0.013744429,0.009865246,0.006942948,0.006625375,0.00599246,0.004836648,0.004006228,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,comm others,CO2,MTCO2e,5.089128508,5.406200172,3.9665615,4.301920931,3.174853652,1.653086558,1.29414858,1.067356439,0.763385101,0.498393824,0.334517887,0.210772701,0.133788581,0.088423878,0.063268275,0.045327968,0.044421976,0.039513392,0.030827094,0.024719045,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,construction,CO2,MTCO2e,0.148627897,0.158492098,0.114055993,0.094300226,0.062950867,0.032353575,0.028420146,0.02491489,0.019816703,0.01425508,0.0099332,0.006320697,0.00401641,0.002652678,0.001898395,0.00135547,0.001316902,0.001169577,0.000922148,0.00075261,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,Freight Rail,CO2,MTCO2e,0.346818374,0.246628843,0.172604369,0.167876788,0.131104144,0.062938213,0.043358119,0.031571272,0.020071806,0.011966626,0.008212627,0.005333738,0.003559925,0.002533387,0.001982549,0.001572131,0.001720304,0.001709284,0.001495832,0.001352638,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,industrial energy use,CO2,MTCO2e,6.46874259,4.965212486,4.093346698,3.887074118,2.727144427,1.287439811,1.1273029,1.077387021,0.8247489,0.555113502,0.37684864,0.237174919,0.149312773,0.097893163,0.069473902,0.049087358,0.0470573,0.040891116,0.031283429,0.024634941,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,iron and steel,CO2,MTCO2e,1.571713344,1.180800604,0.870702012,0.820009608,0.554848193,0.228441917,0.153902169,0.117616742,0.077482921,0.046721245,0.028799134,0.0167481,0.009873699,0.006099465,0.004104765,0.002768626,0.002549171,0.002122763,0.001550976,0.001162819,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,mining energy use,CO2,MTCO2e,0.199606164,0.213425665,0.191710081,0.160354479,0.098445896,0.042935695,0.030934556,0.023684137,0.016419062,0.010526511,0.006918283,0.004264755,0.002655104,0.001727338,0.001221785,0.000866619,0.000840586,0.000746195,0.000585752,0.000474106,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,Passenger Rail,CO2,MTCO2e,0.306087698,0.217680211,0.152658938,0.137843266,0.09108693,0.036065767,0.02112533,0.014355753,0.008871248,0.005220689,0.003363738,0.002044131,0.001264175,0.000828455,0.000595742,0.000432953,0.000432847,0.000392864,0.000313394,0.00025756,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,resid cooling,CO2,MTCO2e,0.523858787,0.488209072,0.360183898,0.323993046,0.21196714,0.086040058,0.054725719,0.038698297,0.024102231,0.013883601,0.008302282,0.004676867,0.002670378,0.001613498,0.001062461,0.000706258,0.000642415,0.00053007,0.000384316,0.000288134,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,resid heating,CO2,MTCO2e,0.47411771,0.44185345,0.325984474,0.350146298,0.394909787,0.324907491,0.347951771,0.343392637,0.282056906,0.203229412,0.138987819,0.089915478,0.057882017,0.038164988,0.026888174,0.018832037,0.017977755,0.015932749,0.012504173,0.010094594,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,gas,electricity,resid others,CO2,MTCO2e,4.578056244,4.26652301,3.14768412,3.063136657,2.247632248,1.197221851,0.932569298,0.75606088,0.53403543,0.344922169,0.228234907,0.142033188,0.08902429,0.058124231,0.041135815,0.029180998,0.028340697,0.025037151,0.019422172,0.015492782,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,agricultural energy use,CO2,MTCO2e,0.125402743,0.122813908,0.083550901,0.048264955,0.040122856,0.025986397,0.020960631,0.013023979,0.008449748,0.004911157,0.003973151,0.003050345,0.001963892,0.001647342,0.001348966,0.000824969,0.000996443,0.001016336,0.000764142,0.000649985,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,aluminum,CO2,MTCO2e,0.224407486,0.161690528,0.13726882,0.089859067,0.080370722,0.038710119,0.020983327,0.010177037,0.004847802,0.002153038,0.001458492,0.000990462,0.000586665,0.000471324,0.000381251,0.000235762,0.000292173,0.000302107,0.000227129,0.000191715,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,cement,CO2,MTCO2e,0.128131776,0.127300423,0.082310103,0.04666031,0.034085033,0.015621493,0.008725923,0.004335559,0.002052045,0.00089647,0.000607833,0.000410752,0.000241914,0.00019398,0.000157056,9.72E-05,0.000120413,0.000124547,9.37E-05,7.93E-05,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,chemical energy use,CO2,MTCO2e,0.565622036,0.480115396,0.349508403,0.214178641,0.186798425,0.095207812,0.063143239,0.038259997,0.020212995,0.009471387,0.006545891,0.004479011,0.002615843,0.002054792,0.001620834,0.000971184,0.001154169,0.001143817,0.000827553,0.000676377,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,comm cooling,CO2,MTCO2e,0.193683594,0.223932159,0.138211467,0.094816422,0.086663119,0.042984301,0.024121212,0.011942142,0.005640855,0.002428964,0.001600029,0.001055064,0.000602296,0.000464513,0.000356126,0.000208027,0.000242877,0.000236291,0.000166688,0.000132932,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,comm heating,CO2,MTCO2e,0.03381396,0.039095019,0.024129691,0.019558201,0.025414012,0.026289393,0.026732682,0.019867823,0.01359804,0.008062793,0.006371769,0.005093738,0.00342359,0.002950336,0.002429516,0.001484551,0.001793875,0.001890772,0.001470586,0.00128114,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,comm others,CO2,MTCO2e,2.062263529,2.384340406,1.471623606,1.158213982,1.128704126,0.708473408,0.480273528,0.271645851,0.144749719,0.069580267,0.050651631,0.036766672,0.02290483,0.018980794,0.01558109,0.009692092,0.012027621,0.012467467,0.009372998,0.007904828,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,construction,CO2,MTCO2e,0.060228365,0.069901058,0.042315616,0.025388621,0.022379899,0.013865969,0.010547045,0.006340924,0.003757556,0.001990137,0.001504053,0.001102567,0.000687616,0.000569416,0.000467518,0.000289829,0.000356562,0.000369031,0.00028038,0.000240675,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,Freight Rail,CO2,MTCO2e,0.140540936,0.108772723,0.064037495,0.045197772,0.046609326,0.026973815,0.0160907,0.008034996,0.003805927,0.001670649,0.00124353,0.000930404,0.000609465,0.000543809,0.000488243,0.000336155,0.000465787,0.000539322,0.000454809,0.000432556,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,industrial energy use,CO2,MTCO2e,2.621323455,2.189848022,1.518661851,1.046524022,0.969537341,0.551765947,0.418355164,0.274198668,0.156385252,0.077498844,0.057061218,0.04137221,0.025562597,0.021013441,0.017109351,0.01049593,0.012741157,0.012902173,0.009511747,0.007877933,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,iron and steel,CO2,MTCO2e,0.636904158,0.520778088,0.323036876,0.220772675,0.197256162,0.097904749,0.057114878,0.029933862,0.01469197,0.006522707,0.004360673,0.002921497,0.001690394,0.001309292,0.001010881,0.000591992,0.000690209,0.000669785,0.000471575,0.000371854,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,mining energy use,CO2,MTCO2e,0.080886248,0.094128856,0.071125856,0.043172527,0.03499887,0.018401213,0.011480172,0.006027694,0.00311331,0.001469596,0.001047544,0.000743933,0.000454558,0.000370785,0.000300889,0.000185302,0.000227596,0.000235443,0.000178098,0.000151613,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,Passenger Rail,CO2,MTCO2e,0.124035676,0.096005273,0.056637593,0.037111793,0.032382656,0.015456926,0.007839855,0.003653588,0.001682127,0.000728855,0.000509327,0.000356573,0.000216429,0.000177834,0.000146714,9.26E-05,0.000117197,0.000123958,9.53E-05,8.24E-05,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,resid cooling,CO2,MTCO2e,0.212282883,0.215318815,0.133630886,0.087229236,0.075357233,0.036874713,0.020309348,0.009848849,0.004570159,0.001938276,0.001257105,0.000815821,0.000457173,0.000346348,0.000261653,0.000151013,0.000173939,0.000167251,0.000116852,9.21E-05,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,resid heating,CO2,MTCO2e,0.192126345,0.194874219,0.120942647,0.094270523,0.140395859,0.139247589,0.129128933,0.087394596,0.053482388,0.028372656,0.021045092,0.015684635,0.009909499,0.008192377,0.006621756,0.004026693,0.004867627,0.005027182,0.003801902,0.003228119,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-12,oil,electricity,resid others,CO2,MTCO2e,1.855162119,1.881699324,1.167814051,0.824693843,0.799064168,0.513100685,0.346087269,0.19242007,0.101261445,0.048154241,0.034558601,0.02477592,0.015241108,0.012476766,0.010130525,0.006239523,0.00767348,0.007899849,0.005905324,0.00495439,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-15,biomass,electricity,agricultural energy use,CO2,MTCO2e,-4.44E-06,3.36E-06,1.19E-06,-9.04E-06,-0.314087364,-1.336958407,-3.478443985,-4.811798165,-5.317503971,-3.63702969,-1.692252446,-0.955423399,-0.638705751,-0.512845562,-0.423823368,-0.327473079,-0.336834193,-0.243599126,-0.249471006,-0.253870812,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-15,biomass,electricity,aluminum,CO2,MTCO2e,-4.44E-06,2.64E-06,7.33E-07,-5.57E-06,-0.182008859,-0.633612266,-1.284414807,-1.506250672,-1.352228323,-0.765646405,-0.310707724,-0.163740122,-0.104831602,-0.082224177,-0.067070046,-0.051393083,-0.052215414,-0.037529534,-0.03835197,-0.038925071,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-15,biomass,electricity,cement,CO2,MTCO2e,-3.11E-06,2.08E-06,6.60E-07,-4.36E-06,-0.114614715,-0.38254469,-0.815189267,-1.004131002,-0.883527385,-0.48608771,-0.195888967,-0.1022009,-0.064812642,-0.050558312,-0.041142971,-0.031451541,-0.031860508,-0.022890795,-0.023414482,-0.023808794,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-15,biomass,electricity,chemical energy use,CO2,MTCO2e,-2.08E-05,1.49E-05,4.39E-06,-3.32E-05,-1.10126169,-3.986470579,-8.683223346,-11.31030044,-11.00783116,-6.708341456,-2.939756597,-1.670596993,-1.11526129,-0.884853616,-0.71774729,-0.541269626,-0.538038957,-0.377148595,-0.375044614,-0.370632994,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-15,biomass,electricity,comm cooling,CO2,MTCO2e,-7.61E-06,6.61E-06,2.05E-06,-1.50E-05,-0.469075753,-1.579387941,-3.108926473,-3.534133582,-3.043321309,-1.640456064,-0.632111273,-0.315550328,-0.190369618,-0.140273458,-0.106865523,-0.076518648,-0.072550039,-0.048592652,-0.046148267,-0.043449299,,
GCAM_CWF_W16_nuctrial3_cprice12,EU-15,biomass,electricity,comm heating,CO2,MTCO2e,-9.88E-06,8.58E-06,2.66E-06,-2.33E-05,-0.968033535,-3.778442069,-9.593688923,-13.4574987,-14.12041776,-9.040425401,-4.048976789,-2.248990304,-1.507049681,-1.215827287,-1.007758722,-0.779284771,-0.799943308,-0.57659543,-0.588159046,-0.596188698,,
