"","scenario","region","sector","year","normfrac"
"40","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2035,-1.21765752454845e-09
"41","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2040,3.50558254904263e-10
"42","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2045,-6.63015191120734e-11
"43","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2050,7.8629687368648e-11
"44","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2055,-5.78000295469901e-10
"45","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2060,-1.71838984717854e-09
"46","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2065,-7.13807190253295e-10
"47","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2070,6.02898548721059e-10
"48","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2075,-3.85439840608052e-09
"49","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2080,-3.83516789671176e-09
"50","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2085,-7.99425795342924e-09
"51","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2090,-1.14450536536982e-08
"52","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2095,-1.27368629040077e-08
"53","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv)",2100,-6.4985351566288e-09
"54","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2025,-0.27625464707853
"55","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2030,1.10297291354435
"56","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2035,0.772637448225788
"57","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2040,0.689340335428619
"58","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2045,0.592219338681033
"59","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2050,0.575203208007852
"60","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2055,0.635116706859144
"61","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2060,0.664218000358497
"62","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2065,0.663219309479651
"63","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2070,0.614182880618712
"64","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2075,0.613077475229287
"65","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2080,0.642266119392296
"66","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2085,0.660598760092674
"67","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2090,0.609411055609053
"68","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2095,0.539569639383702
"69","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (conv CCS)",2100,0.49298667472847
"70","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2025,-1.20408163771207e-07
"71","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2030,-4.40714834559919e-08
"72","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2035,-3.36181783231446e-10
"73","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2040,1.66923289007883e-09
"74","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2045,-8.62939290851589e-10
"75","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2050,-1.15976216268431e-10
"76","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2055,-1.8039312549798e-09
"77","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2060,-4.16809036374683e-10
"78","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2065,4.80818802793085e-09
"79","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2070,4.70747073198786e-09
"80","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2075,-4.34295952919151e-09
"81","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2080,-9.69807193527246e-09
"82","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2085,-1.95188883835961e-08
"83","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2090,-1.91206662036294e-08
"84","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2095,-1.81365868469423e-08
"85","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC)",2100,-9.87059051173484e-09
"86","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2025,-0.154204153886432
"87","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2030,0.681478317282042
"88","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2035,0.453425178190696
"89","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2040,0.477774394139724
"90","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2045,0.65194575507957
"91","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2050,0.909084843919649
"92","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2055,1.15192653677584
"93","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2060,1.27020841112172
"94","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2065,1.32766299439059
"95","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2070,1.26808925362679
"96","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2075,1.29115785447935
"97","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2080,1.39702541584526
"98","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2085,1.449050984517
"99","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2090,1.34857109632999
"100","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2095,1.25214551870584
"101","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_biomass (IGCC CCS)",2100,1.1599052782087
"102","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",1990,0.0931288481004446
"103","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2005,0.196947076980813
"104","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2010,0.293741382280825
"105","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2015,0.168793043444877
"106","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2020,0.239818137142901
"107","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2025,0.32182851473598
"108","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2030,-0.0191540949654745
"109","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2035,-0.000583503940869298
"110","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2040,-9.02600692942526e-05
"111","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2045,-4.74348542149447e-05
"112","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2050,-3.57681783849907e-05
"113","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2055,-6.42123745731926e-05
"114","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2060,-8.81059925562398e-05
"115","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2065,-0.000112324659722729
"116","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2070,-0.000140243096617011
"117","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2075,-0.000187146662242557
"118","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2080,-0.00026450650985849
"119","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2085,-0.000356483234691515
"120","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2090,-0.000393710580441099
"121","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2095,-0.000411516001721039
"122","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul)",2100,-0.000441434716448954
"123","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2025,0.0100220797019614
"124","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2030,-0.0193883434549706
"125","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2035,-0.00586420465730576
"126","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2040,-0.0028412935388799
"127","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2045,-0.00208835162417451
"128","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2050,-0.00243671945132173
"129","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2055,-0.00298846683683618
"130","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2060,-0.00272317254446197
"131","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2065,-0.00230751383326671
"132","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2070,-0.00198302433783729
"133","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2075,-0.00181891165186846
"134","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2080,-0.00196892635196518
"135","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2085,-0.00186786538874617
"136","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2090,-0.00140853553110609
"137","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2095,-0.00112805992793275
"138","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (conv pul CCS)",2100,-0.00080678360573242
"139","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2025,0.00777033589479916
"140","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2030,-0.002756612139828
"141","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2035,-0.00014196936237398
"142","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2040,-3.59075622558505e-05
"143","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2045,-3.31116363267575e-05
"144","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2050,-3.24656688862573e-05
"145","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2055,-7.12904713272795e-05
"146","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2060,-0.00010953698413623
"147","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2065,-0.000149639805273913
"148","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2070,-0.000194875940097413
"149","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2075,-0.00026485378821769
"150","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2080,-0.000395800112416927
"151","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2085,-0.000532030158692682
"152","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2090,-0.000578210835414556
"153","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2095,-0.000602263647803639
"154","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC)",2100,-0.000644075236491912
"155","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2025,0.00566726220953324
"156","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2030,-0.0138522693003853
"157","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2035,-0.00496387474462459
"158","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2040,-0.0027686965660816
"159","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2045,-0.00224879318825621
"160","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2050,-0.00274149091014133
"161","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2055,-0.00342130812296715
"162","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2060,-0.00318568985826644
"163","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2065,-0.00271352126624469
"164","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2070,-0.00236453631642556
"165","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2075,-0.00216779172389309
"166","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2080,-0.00236764017236493
"167","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2085,-0.00223791864753415
"168","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2090,-0.00169674585201566
"169","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2095,-0.00136782895920935
"170","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_coal (IGCC CCS)",2100,-0.000989258996713275
"171","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2010,0.000625090494900136
"172","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2015,0.00101052417447333
"173","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2020,0.00632151981686734
"174","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2025,0.0291282122109715
"175","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2030,-0.0182027267870816
"176","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2035,-0.00171472758692751
"177","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2040,-0.000410684299338317
"178","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2045,-0.00025894110983581
"179","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2050,-0.000252351000119491
"180","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2055,-0.000530755895311392
"181","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2060,-0.000889801077082149
"182","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2065,-0.00123139205342322
"183","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2070,-0.00173403672829888
"184","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2075,-0.00253829777999695
"185","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2080,-0.00388102535306304
"186","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2085,-0.00524422979957293
"187","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2090,-0.00580645570911276
"188","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2095,-0.00606805656682924
"189","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC)",2100,-0.0064969822423476
"190","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2025,0.0175324744221597
"191","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2030,-0.047874484942267
"192","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2035,-0.0215372575342471
"193","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2040,-0.0174626715778891
"194","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2045,-0.023161636333485
"195","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2050,-0.0386507151964385
"196","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2055,-0.0551091128003727
"197","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2060,-0.0589248161606095
"198","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2065,-0.0557185282421239
"199","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2070,-0.0453351929869115
"200","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2075,-0.0422669925101429
"201","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2080,-0.04430013990187
"202","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2085,-0.0428964124265547
"203","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2090,-0.0333750131198416
"204","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2095,-0.0255749606075431
"205","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (CC CCS)",2100,-0.0188833703987274
"206","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2010,0.00461496763423133
"207","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2015,0.0132964639082346
"208","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2020,0.0302188636139567
"209","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2025,0.0697180861935297
"210","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2030,-0.0135170827541608
"211","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2035,-0.000770695236727482
"212","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2040,-0.000148493576460577
"213","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2045,-7.42183319757625e-05
"214","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2050,-5.3828461349444e-05
"215","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2055,-7.65763209278214e-05
"216","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2060,-8.68193761634866e-05
"217","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2065,-6.35083076450929e-05
"218","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2070,-7.88911821574402e-05
"219","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2075,-0.000105045370855209
"220","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2080,-0.00015621077576205
"221","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2085,-0.000208735428665729
"222","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2090,-0.00023097493994557
"223","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2095,-0.000243181619199958
"224","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_gas (steam/CT)",2100,-0.000257603959350501
"225","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_refined liquids (CC)",2020,0.089426551926026
"226","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_refined liquids (CC)",2025,0.0855913798434346
"227","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_refined liquids (CC)",2030,-0.0445285665660357
"228","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern","elec_refined liquids (CC)",2035,-0.00564797544325826
