"","scenario","region","year","direct","transformation","enduse","ghg","value","Units"
"33586","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2045,"refining","refining","Light truck","CO2",-0.002599515,"MTCO2e"
"33587","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2045,"refining","refining","Medium truck","CO2",-0.008350897,"MTCO2e"
"33588","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2045,"refining","refining","mining energy use","CO2",-0.01101826,"MTCO2e"
"33589","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2045,"refining","refining","Passenger Rail","CO2",-0.02925123,"MTCO2e"
"33590","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2045,"refining","refining","resid others","CO2",-0.01652534,"MTCO2e"
"33591","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","agricultural energy use","CO2",1.000048,"MTCO2e"
"33592","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","chemical energy use","CO2",4.422548,"MTCO2e"
"33593","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","comm heating","CO2",5.416147,"MTCO2e"
"33594","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","comm others","CO2",0.07211036,"MTCO2e"
"33595","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","construction","CO2",0.1999564,"MTCO2e"
"33596","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","industrial energy use","CO2",26.9228,"MTCO2e"
"33597","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","mining energy use","CO2",0.6188583,"MTCO2e"
"33598","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","resid heating","CO2",17.98111,"MTCO2e"
"33599","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"district heat","district heat","resid others","CO2",0.1975699,"MTCO2e"
"33600","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","2W and 3W","CO2",-0.06634319,"MTCO2e"
"33601","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","agricultural energy use","CO2",-0.5656023,"MTCO2e"
"33602","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","aluminum","CO2",-0.574625,"MTCO2e"
"33603","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Bus","CO2",-0.2082406,"MTCO2e"
"33604","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Car","CO2",-0.3708956,"MTCO2e"
"33605","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","cement","CO2",-0.0505171,"MTCO2e"
"33606","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","ces","CO2",-1.17311,"MTCO2e"
"33607","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","chemical energy use","CO2",-1.057812,"MTCO2e"
"33608","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","comm cooling","CO2",-0.01858662,"MTCO2e"
"33609","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","comm heating","CO2",-1.465284,"MTCO2e"
"33610","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","comm others","CO2",-3.930314,"MTCO2e"
"33611","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","construction","CO2",-0.2910654,"MTCO2e"
"33612","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Freight Rail","CO2",-0.5348733,"MTCO2e"
"33613","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Heavy truck","CO2",-0.3233241,"MTCO2e"
"33614","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","HSR","CO2",-0.00447724,"MTCO2e"
"33615","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","industrial energy use","CO2",-10.20165,"MTCO2e"
"33616","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","iron and steel","CO2",-0.7065809,"MTCO2e"
"33617","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Large Car and Truck","CO2",-0.1654259,"MTCO2e"
"33618","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Light truck","CO2",-0.1670416,"MTCO2e"
"33619","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Medium truck","CO2",-0.1037943,"MTCO2e"
"33620","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","mining energy use","CO2",-0.3297804,"MTCO2e"
"33621","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","Passenger Rail","CO2",-0.2194926,"MTCO2e"
"33622","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","resid cooling","CO2",-0.01887666,"MTCO2e"
"33623","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","resid heating","CO2",-2.589895,"MTCO2e"
"33624","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"electricity","electricity","resid others","CO2",-3.60882,"MTCO2e"
"33625","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","agricultural energy use","CO2",0.06947243,"MTCO2e"
"33626","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","alumina","CO2",0.1608524,"MTCO2e"
"33627","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","Bus","CO2",0.0874101,"MTCO2e"
"33628","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","Car","CO2",0.04473383,"MTCO2e"
"33629","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","cement","CO2",0.5889065,"MTCO2e"
"33630","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","ces","CO2",15.26511,"MTCO2e"
"33631","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","chemical energy use","CO2",0.6306086,"MTCO2e"
"33632","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","comm heating","CO2",0.301022,"MTCO2e"
"33633","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","comm others","CO2",0.003459863,"MTCO2e"
"33634","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","construction","CO2",0.1011377,"MTCO2e"
"33635","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","Heavy truck","CO2",0.04854446,"MTCO2e"
"33636","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","industrial energy use","CO2",3.236347,"MTCO2e"
"33637","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","industrial feedstocks","CO2",5.703319,"MTCO2e"
"33638","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","iron and steel","CO2",4.038584,"MTCO2e"
"33639","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","Large Car and Truck","CO2",0.01314379,"MTCO2e"
"33640","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","Light truck","CO2",0.004036674,"MTCO2e"
"33641","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","Medium truck","CO2",0.01932108,"MTCO2e"
"33642","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","mining energy use","CO2",0.1836745,"MTCO2e"
"33643","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","N fertilizer","CO2",1.845523,"MTCO2e"
"33644","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","resid heating","CO2",3.393114,"MTCO2e"
"33645","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"gas processing","gas processing","resid others","CO2",0.3261667,"MTCO2e"
"33646","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"H2 enduse","H2 enduse","agricultural energy use","CO2",-0.09366753,"MTCO2e"
"33647","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"H2 enduse","H2 enduse","Car","CO2",-0.01836296,"MTCO2e"
"33648","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"H2 enduse","H2 enduse","construction","CO2",-0.01011142,"MTCO2e"
"33649","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"H2 enduse","H2 enduse","industrial energy use","CO2",-0.7644064,"MTCO2e"
"33650","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"H2 enduse","H2 enduse","iron and steel","CO2",-0.4674001,"MTCO2e"
"33651","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"H2 enduse","H2 enduse","Large Car and Truck","CO2",-0.004527415,"MTCO2e"
"33652","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"H2 enduse","H2 enduse","mining energy use","CO2",-0.4988652,"MTCO2e"
"33653","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","2W and 3W","CO2",-0.01317219,"MTCO2e"
"33654","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","agricultural energy use","CO2",-0.3948172,"MTCO2e"
"33655","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","alumina","CO2",-0.005623947,"MTCO2e"
"33656","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Bus","CO2",-0.1364609,"MTCO2e"
"33657","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Car","CO2",-0.5069989,"MTCO2e"
"33658","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","cement","CO2",-0.5449798,"MTCO2e"
"33659","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","chemical energy use","CO2",-3.334247,"MTCO2e"
"33660","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","chemical feedstocks","CO2",-7.535168,"MTCO2e"
"33661","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","comm others","CO2",-0.04620955,"MTCO2e"
"33662","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","construction","CO2",-0.5370548,"MTCO2e"
"33663","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Domestic Aviation","CO2",-2.37627,"MTCO2e"
"33664","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Domestic Ship","CO2",-0.04573532,"MTCO2e"
"33665","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Freight Rail","CO2",-0.6719328,"MTCO2e"
"33666","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Heavy truck","CO2",-0.09830804,"MTCO2e"
"33667","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","industrial energy use","CO2",-3.657752,"MTCO2e"
"33668","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","industrial feedstocks","CO2",-10.32403,"MTCO2e"
"33669","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","International Aviation","CO2",-1.189527,"MTCO2e"
"33670","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","International Ship","CO2",-3.786847,"MTCO2e"
"33671","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","iron and steel","CO2",-0.08095142,"MTCO2e"
"33672","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Large Car and Truck","CO2",-0.1142463,"MTCO2e"
"33673","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Light truck","CO2",-0.01431924,"MTCO2e"
"33674","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Medium truck","CO2",-0.05342673,"MTCO2e"
"33675","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","mining energy use","CO2",-0.120532,"MTCO2e"
"33676","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","Passenger Rail","CO2",-0.4380659,"MTCO2e"
"33677","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2050,"refining","refining","resid others","CO2",-0.1512337,"MTCO2e"
"33678","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","agricultural energy use","CO2",0.7528011,"MTCO2e"
"33679","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","chemical energy use","CO2",3.114983,"MTCO2e"
"33680","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","comm heating","CO2",4.786169,"MTCO2e"
"33681","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","comm others","CO2",0.06203632,"MTCO2e"
"33682","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","construction","CO2",0.1381625,"MTCO2e"
"33683","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","industrial energy use","CO2",20.19882,"MTCO2e"
"33684","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","mining energy use","CO2",0.5416781,"MTCO2e"
"33685","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","resid heating","CO2",15.39545,"MTCO2e"
"33686","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"district heat","district heat","resid others","CO2",0.1630189,"MTCO2e"
"33687","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","2W and 3W","CO2",-0.07356329,"MTCO2e"
"33688","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","agricultural energy use","CO2",-0.6578669,"MTCO2e"
"33689","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","aluminum","CO2",-0.6077235,"MTCO2e"
"33690","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Bus","CO2",-0.2476055,"MTCO2e"
"33691","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Car","CO2",-0.3965683,"MTCO2e"
"33692","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","cement","CO2",-0.05416508,"MTCO2e"
"33693","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","ces","CO2",-1.50042,"MTCO2e"
"33694","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","chemical energy use","CO2",-1.160028,"MTCO2e"
"33695","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","comm cooling","CO2",-0.02082805,"MTCO2e"
"33696","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","comm heating","CO2",-1.6439,"MTCO2e"
"33697","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","comm others","CO2",-4.326502,"MTCO2e"
"33698","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","construction","CO2",-0.3167035,"MTCO2e"
"33699","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Freight Rail","CO2",-0.6249373,"MTCO2e"
"33700","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Heavy truck","CO2",-0.3698623,"MTCO2e"
"33701","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","HSR","CO2",-0.005805511,"MTCO2e"
"33702","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","industrial energy use","CO2",-11.62394,"MTCO2e"
"33703","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","iron and steel","CO2",-0.7231554,"MTCO2e"
"33704","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Large Car and Truck","CO2",-0.185239,"MTCO2e"
"33705","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Light truck","CO2",-0.1798752,"MTCO2e"
"33706","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Medium truck","CO2",-0.1205826,"MTCO2e"
"33707","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","mining energy use","CO2",-0.3733576,"MTCO2e"
"33708","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","Passenger Rail","CO2",-0.2439325,"MTCO2e"
"33709","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","resid cooling","CO2",-0.02039953,"MTCO2e"
"33710","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","resid heating","CO2",-2.814979,"MTCO2e"
"33711","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"electricity","electricity","resid others","CO2",-3.811854,"MTCO2e"
"33712","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","agricultural energy use","CO2",0.04651436,"MTCO2e"
"33713","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","alumina","CO2",0.128271,"MTCO2e"
"33714","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","Bus","CO2",0.02510024,"MTCO2e"
"33715","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","Car","CO2",0.01922888,"MTCO2e"
"33716","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","cement","CO2",0.5008609,"MTCO2e"
"33717","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","ces","CO2",16.13059,"MTCO2e"
"33718","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","chemical energy use","CO2",0.4979724,"MTCO2e"
"33719","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","comm heating","CO2",0.2771737,"MTCO2e"
"33720","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","comm others","CO2",0.003096931,"MTCO2e"
"33721","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","construction","CO2",0.06218402,"MTCO2e"
"33722","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","Heavy truck","CO2",0.01005833,"MTCO2e"
"33723","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","industrial energy use","CO2",2.287381,"MTCO2e"
"33724","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","industrial feedstocks","CO2",5.110575,"MTCO2e"
"33725","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","iron and steel","CO2",3.367841,"MTCO2e"
"33726","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","Large Car and Truck","CO2",0.00625456,"MTCO2e"
"33727","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","Light truck","CO2",0.001057892,"MTCO2e"
"33728","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","Medium truck","CO2",0.005267772,"MTCO2e"
"33729","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","mining energy use","CO2",0.1436553,"MTCO2e"
"33730","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","N fertilizer","CO2",1.595283,"MTCO2e"
"33731","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","resid heating","CO2",3.028516,"MTCO2e"
"33732","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"gas processing","gas processing","resid others","CO2",0.2800264,"MTCO2e"
"33733","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","agricultural energy use","CO2",-0.09151937,"MTCO2e"
"33734","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","Car","CO2",-0.02079691,"MTCO2e"
"33735","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","chemical energy use","CO2",-0.1088345,"MTCO2e"
"33736","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","construction","CO2",-0.009240436,"MTCO2e"
"33737","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","industrial energy use","CO2",-0.710767,"MTCO2e"
"33738","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","iron and steel","CO2",-0.4643581,"MTCO2e"
"33739","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","Large Car and Truck","CO2",-0.005383379,"MTCO2e"
"33740","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"H2 enduse","H2 enduse","mining energy use","CO2",-0.4915626,"MTCO2e"
"33741","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","2W and 3W","CO2",-0.02073421,"MTCO2e"
"33742","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","agricultural energy use","CO2",-0.5089657,"MTCO2e"
"33743","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","alumina","CO2",-0.009949143,"MTCO2e"
"33744","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Bus","CO2",-0.06655839,"MTCO2e"
"33745","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Car","CO2",-0.4022162,"MTCO2e"
"33746","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","cement","CO2",-0.8956044,"MTCO2e"
"33747","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","chemical energy use","CO2",-5.118445,"MTCO2e"
"33748","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","chemical feedstocks","CO2",-12.38782,"MTCO2e"
"33749","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","comm others","CO2",-0.06690064,"MTCO2e"
"33750","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","construction","CO2",-0.9443885,"MTCO2e"
"33751","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Domestic Aviation","CO2",-4.170314,"MTCO2e"
"33752","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Domestic Ship","CO2",-0.07717158,"MTCO2e"
"33753","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Freight Rail","CO2",-1.079722,"MTCO2e"
"33754","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Heavy truck","CO2",-0.03500162,"MTCO2e"
"33755","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","industrial energy use","CO2",-4.962597,"MTCO2e"
"33756","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","industrial feedstocks","CO2",-17.44629,"MTCO2e"
"33757","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","International Aviation","CO2",-2.033308,"MTCO2e"
"33758","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","International Ship","CO2",-6.454235,"MTCO2e"
"33759","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","iron and steel","CO2",-0.1208514,"MTCO2e"
"33760","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Large Car and Truck","CO2",-0.1018727,"MTCO2e"
"33761","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Light truck","CO2",-0.006355593,"MTCO2e"
"33762","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Medium truck","CO2",-0.02478839,"MTCO2e"
"33763","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","mining energy use","CO2",-0.1687611,"MTCO2e"
"33764","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","Passenger Rail","CO2",-0.6732833,"MTCO2e"
"33765","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2055,"refining","refining","resid others","CO2",-0.2099725,"MTCO2e"
"33766","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","agricultural energy use","CO2",0.6311741,"MTCO2e"
"33767","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","chemical energy use","CO2",2.035385,"MTCO2e"
"33768","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","comm heating","CO2",4.268059,"MTCO2e"
"33769","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","comm others","CO2",0.054131,"MTCO2e"
"33770","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","construction","CO2",0.1077464,"MTCO2e"
"33771","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","industrial energy use","CO2",13.97248,"MTCO2e"
"33772","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","mining energy use","CO2",0.5133577,"MTCO2e"
"33773","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","resid heating","CO2",13.26374,"MTCO2e"
"33774","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"district heat","district heat","resid others","CO2",0.1368916,"MTCO2e"
"33775","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","2W and 3W","CO2",-0.09048108,"MTCO2e"
"33776","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","agricultural energy use","CO2",-0.8128494,"MTCO2e"
"33777","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","aluminum","CO2",-0.7112669,"MTCO2e"
"33778","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","Bus","CO2",-0.3137194,"MTCO2e"
"33779","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","Car","CO2",-0.4694473,"MTCO2e"
"33780","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","cement","CO2",-0.0638273,"MTCO2e"
"33781","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","ces","CO2",-1.504061,"MTCO2e"
"33782","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","chemical energy use","CO2",-1.39777,"MTCO2e"
"33783","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","comm cooling","CO2",-0.0258308,"MTCO2e"
"33784","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","comm heating","CO2",-2.022008,"MTCO2e"
"33785","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","comm others","CO2",-5.257059,"MTCO2e"
"33786","GCAM_CWF_W16_nuctrial3_cprice12","Russia",2060,"electricity","electricity","construction","CO2",-0.3675505,"MTCO2e"
