"","scenario","region","direct","transformation","enduse","year","value","ghg","Units"
"1054","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2030,-0.001842109,"CO2","MTCO2e"
"1055","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2035,-0.002612689,"CO2","MTCO2e"
"1056","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2035,-0.0006518076,"CO2","MTCO2e"
"1057","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2035,-0.003125824,"CO2","MTCO2e"
"1058","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2035,-0.2104581,"CO2","MTCO2e"
"1059","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2035,-0.01194948,"CO2","MTCO2e"
"1060","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2035,-0.0002869608,"CO2","MTCO2e"
"1061","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2035,-8.621634e-05,"CO2","MTCO2e"
"1062","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2035,-0.006796075,"CO2","MTCO2e"
"1063","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2040,-0.003639758,"CO2","MTCO2e"
"1064","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2040,-0.001834855,"CO2","MTCO2e"
"1065","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2040,-0.004624119,"CO2","MTCO2e"
"1066","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2040,-0.4213089,"CO2","MTCO2e"
"1067","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2040,-0.02395563,"CO2","MTCO2e"
"1068","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2040,-0.0009293464,"CO2","MTCO2e"
"1069","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2040,-0.0002055057,"CO2","MTCO2e"
"1070","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2040,-0.010451,"CO2","MTCO2e"
"1071","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2045,-0.004241949,"CO2","MTCO2e"
"1072","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2045,-0.003565428,"CO2","MTCO2e"
"1073","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2045,-0.005870298,"CO2","MTCO2e"
"1074","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2045,-0.5392418,"CO2","MTCO2e"
"1075","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2045,-0.03343257,"CO2","MTCO2e"
"1076","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2045,-0.002043294,"CO2","MTCO2e"
"1077","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2045,-0.0003513816,"CO2","MTCO2e"
"1078","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2045,-0.01362211,"CO2","MTCO2e"
"1079","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2050,-0.003561286,"CO2","MTCO2e"
"1080","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2050,-0.004464301,"CO2","MTCO2e"
"1081","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2050,-0.005252961,"CO2","MTCO2e"
"1082","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2050,-0.4772018,"CO2","MTCO2e"
"1083","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2050,-0.03118378,"CO2","MTCO2e"
"1084","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2050,-0.002728602,"CO2","MTCO2e"
"1085","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2050,-0.0004083083,"CO2","MTCO2e"
"1086","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2050,-0.01255974,"CO2","MTCO2e"
"1087","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2055,-0.002998775,"CO2","MTCO2e"
"1088","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2055,-0.004551688,"CO2","MTCO2e"
"1089","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2055,-0.001726469,"CO2","MTCO2e"
"1090","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2055,-0.004476335,"CO2","MTCO2e"
"1091","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2055,-0.4181475,"CO2","MTCO2e"
"1092","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2055,-0.03083562,"CO2","MTCO2e"
"1093","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2055,-0.00291552,"CO2","MTCO2e"
"1094","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2055,-0.0004005512,"CO2","MTCO2e"
"1095","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2055,-0.01118681,"CO2","MTCO2e"
"1096","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2060,-0.003560039,"CO2","MTCO2e"
"1097","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2060,-0.005696285,"CO2","MTCO2e"
"1098","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2060,-0.004320511,"CO2","MTCO2e"
"1099","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2060,-0.005206451,"CO2","MTCO2e"
"1100","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2060,-0.4934991,"CO2","MTCO2e"
"1101","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2060,-0.04738982,"CO2","MTCO2e"
"1102","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2060,-0.003802752,"CO2","MTCO2e"
"1103","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2060,-0.0004890806,"CO2","MTCO2e"
"1104","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2060,-0.01374576,"CO2","MTCO2e"
"1105","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2065,-0.003763606,"CO2","MTCO2e"
"1106","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2065,-0.005641453,"CO2","MTCO2e"
"1107","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2065,-0.006338711,"CO2","MTCO2e"
"1108","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2065,-0.005285167,"CO2","MTCO2e"
"1109","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2065,-0.4878281,"CO2","MTCO2e"
"1110","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2065,-0.06550079,"CO2","MTCO2e"
"1111","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2065,-0.003919682,"CO2","MTCO2e"
"1112","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2065,-0.0004763314,"CO2","MTCO2e"
"1113","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2065,-0.01480735,"CO2","MTCO2e"
"1114","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2070,-0.004793091,"CO2","MTCO2e"
"1115","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2070,-0.006468435,"CO2","MTCO2e"
"1116","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2070,-0.009157916,"CO2","MTCO2e"
"1117","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2070,-0.006378456,"CO2","MTCO2e"
"1118","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2070,-0.5713373,"CO2","MTCO2e"
"1119","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2070,-0.09370665,"CO2","MTCO2e"
"1120","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2070,-0.004671511,"CO2","MTCO2e"
"1121","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2070,-0.0005392422,"CO2","MTCO2e"
"1122","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2070,-0.01901093,"CO2","MTCO2e"
"1123","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2075,-0.005079019,"CO2","MTCO2e"
"1124","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2075,-0.006096303,"CO2","MTCO2e"
"1125","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2075,-0.009972732,"CO2","MTCO2e"
"1126","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2075,-0.006332869,"CO2","MTCO2e"
"1127","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2075,-0.5604118,"CO2","MTCO2e"
"1128","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2075,-0.1077542,"CO2","MTCO2e"
"1129","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2075,-0.004573755,"CO2","MTCO2e"
"1130","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2075,-0.0005027146,"CO2","MTCO2e"
"1131","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2075,-0.02019834,"CO2","MTCO2e"
"1132","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2080,-0.005164904,"CO2","MTCO2e"
"1133","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2080,-0.005504977,"CO2","MTCO2e"
"1134","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2080,-0.00994686,"CO2","MTCO2e"
"1135","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2080,-0.00595834,"CO2","MTCO2e"
"1136","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2080,-0.5334863,"CO2","MTCO2e"
"1137","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2080,-0.1160891,"CO2","MTCO2e"
"1138","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2080,-0.004278575,"CO2","MTCO2e"
"1139","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2080,-0.0004496256,"CO2","MTCO2e"
"1140","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2080,-0.02046336,"CO2","MTCO2e"
"1141","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2085,-0.005184687,"CO2","MTCO2e"
"1142","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2085,-0.00485715,"CO2","MTCO2e"
"1143","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2085,-0.009591174,"CO2","MTCO2e"
"1144","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2085,-0.005459913,"CO2","MTCO2e"
"1145","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2085,-0.503537,"CO2","MTCO2e"
"1146","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2085,-0.1188156,"CO2","MTCO2e"
"1147","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2085,-0.00390003,"CO2","MTCO2e"
"1148","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2085,-0.0003933912,"CO2","MTCO2e"
"1149","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2085,-0.0203619,"CO2","MTCO2e"
"1150","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2090,-0.006060471,"CO2","MTCO2e"
"1151","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2090,-0.004958321,"CO2","MTCO2e"
"1152","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2090,-0.01060431,"CO2","MTCO2e"
"1153","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2090,-0.005759201,"CO2","MTCO2e"
"1154","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2090,-0.5546057,"CO2","MTCO2e"
"1155","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2090,-0.139273,"CO2","MTCO2e"
"1156","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2090,-0.004105359,"CO2","MTCO2e"
"1157","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2090,-0.0003984608,"CO2","MTCO2e"
"1158","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2090,-0.02356811,"CO2","MTCO2e"
"1159","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2095,-0.007789265,"CO2","MTCO2e"
"1160","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2095,-0.005609607,"CO2","MTCO2e"
"1161","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2095,-0.01285835,"CO2","MTCO2e"
"1162","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2095,-0.006618261,"CO2","MTCO2e"
"1163","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2095,-0.6779985,"CO2","MTCO2e"
"1164","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2095,-0.1807309,"CO2","MTCO2e"
"1165","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2095,-0.004782902,"CO2","MTCO2e"
"1166","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2095,-0.0004474406,"CO2","MTCO2e"
"1167","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2095,-0.030062,"CO2","MTCO2e"
"1168","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","agricultural energy use",2100,-0.00927824,"CO2","MTCO2e"
"1169","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Car",2100,-0.006085905,"CO2","MTCO2e"
"1170","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","chemical energy use",2100,-0.01476748,"CO2","MTCO2e"
"1171","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","construction",2100,-0.006982533,"CO2","MTCO2e"
"1172","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","industrial energy use",2100,-0.7832258,"CO2","MTCO2e"
"1173","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","iron and steel",2100,-0.2112399,"CO2","MTCO2e"
"1174","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Large Car and Truck",2100,-0.005338935,"CO2","MTCO2e"
"1175","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","Mini Car",2100,-0.000481579,"CO2","MTCO2e"
"1176","GCAM_CWF_W16_nuctrial3_cprice12","Central America and Caribbean","H2 enduse","H2 enduse","mining energy use",2100,-0.03561455,"CO2","MTCO2e"
"1177","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","agricultural energy use",2020,0.004223321,"CO2","MTCO2e"
"1178","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","construction",2020,0.0009623823,"CO2","MTCO2e"
"1179","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","industrial energy use",2020,0.01648203,"CO2","MTCO2e"
"1180","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","iron and steel",2020,0.002831765,"CO2","MTCO2e"
"1181","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","mining energy use",2020,0.006669937,"CO2","MTCO2e"
"1182","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","agricultural energy use",2025,0.001804214,"CO2","MTCO2e"
"1183","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Car",2025,4.498602e-06,"CO2","MTCO2e"
"1184","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","construction",2025,0.000530629,"CO2","MTCO2e"
"1185","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","industrial energy use",2025,0.005052125,"CO2","MTCO2e"
"1186","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","iron and steel",2025,0.004319625,"CO2","MTCO2e"
"1187","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Large Car and Truck",2025,2.848246e-07,"CO2","MTCO2e"
"1188","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Mini Car",2025,7.982891e-09,"CO2","MTCO2e"
"1189","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","mining energy use",2025,0.002145153,"CO2","MTCO2e"
"1190","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","agricultural energy use",2030,-0.01316201,"CO2","MTCO2e"
"1191","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Car",2030,-9.219101e-05,"CO2","MTCO2e"
"1192","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","construction",2030,-0.004629632,"CO2","MTCO2e"
"1193","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","industrial energy use",2030,-0.05728498,"CO2","MTCO2e"
"1194","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","iron and steel",2030,-0.04859837,"CO2","MTCO2e"
"1195","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Large Car and Truck",2030,-9.82867e-06,"CO2","MTCO2e"
"1196","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Mini Car",2030,-1.051332e-07,"CO2","MTCO2e"
"1197","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","mining energy use",2030,-0.01780125,"CO2","MTCO2e"
"1198","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","agricultural energy use",2035,-0.05698878,"CO2","MTCO2e"
"1199","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Car",2035,-0.0007893825,"CO2","MTCO2e"
"1200","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","construction",2035,-0.02310026,"CO2","MTCO2e"
"1201","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","industrial energy use",2035,-0.4592821,"CO2","MTCO2e"
"1202","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","iron and steel",2035,-0.2883673,"CO2","MTCO2e"
"1203","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Large Car and Truck",2035,-0.0001171301,"CO2","MTCO2e"
"1204","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Mini Car",2035,-6.762148e-07,"CO2","MTCO2e"
"1205","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","mining energy use",2035,-0.08479143,"CO2","MTCO2e"
"1206","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","agricultural energy use",2040,-0.09378731,"CO2","MTCO2e"
"1207","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Car",2040,-0.00254168,"CO2","MTCO2e"
"1208","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","construction",2040,-0.04182602,"CO2","MTCO2e"
"1209","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","industrial energy use",2040,-1.17338,"CO2","MTCO2e"
"1210","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","iron and steel",2040,-0.5702408,"CO2","MTCO2e"
"1211","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Large Car and Truck",2040,-0.0004970679,"CO2","MTCO2e"
"1212","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Mini Car",2040,-1.636135e-06,"CO2","MTCO2e"
"1213","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","mining energy use",2040,-0.1483621,"CO2","MTCO2e"
"1214","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","agricultural energy use",2045,-0.1337361,"CO2","MTCO2e"
"1215","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Car",2045,-0.005854835,"CO2","MTCO2e"
"1216","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","construction",2045,-0.06873838,"CO2","MTCO2e"
"1217","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","industrial energy use",2045,-1.850227,"CO2","MTCO2e"
"1218","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","iron and steel",2045,-0.836538,"CO2","MTCO2e"
"1219","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Large Car and Truck",2045,-0.001448749,"CO2","MTCO2e"
"1220","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Mini Car",2045,-2.894234e-06,"CO2","MTCO2e"
"1221","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","mining energy use",2045,-0.2277767,"CO2","MTCO2e"
"1222","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","agricultural energy use",2050,-0.1403686,"CO2","MTCO2e"
"1223","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Car",2050,-0.008929442,"CO2","MTCO2e"
"1224","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","construction",2050,-0.08096745,"CO2","MTCO2e"
"1225","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","industrial energy use",2050,-2.035967,"CO2","MTCO2e"
"1226","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","iron and steel",2050,-0.9296964,"CO2","MTCO2e"
"1227","GCAM_CWF_W16_nuctrial3_cprice12","Central Asia","H2 enduse","H2 enduse","Large Car and Truck",2050,-0.002479286,"CO2","MTCO2e"
