scenario,region,direct,transformation,enduse,ghg,Units,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,International Ship,N2O,MTCO2e,1.09E-08,4.04E-09,1.47E-08,1.43E-07,6.27E-07,6.80E-07,5.97E-07,3.94E-07,1.88E-07,2.24E-07,2.76E-07,3.11E-07,2.94E-07,2.40E-07,2.37E-07,2.54E-07,2.70E-07,2.69E-07,2.39E-07,1.94E-07
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,iron and steel,N2O,MTCO2e,1.29E-08,3.43E-09,8.00E-09,1.28E-07,9.26E-07,1.22E-06,1.16E-06,8.20E-07,4.09E-07,4.91E-07,5.71E-07,5.98E-07,5.15E-07,3.82E-07,3.38E-07,3.20E-07,2.98E-07,2.59E-07,1.99E-07,1.39E-07
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,Large Car and Truck,N2O,MTCO2e,1.01E-08,4.15E-09,1.89E-08,1.59E-07,6.86E-07,7.41E-07,6.16E-07,3.61E-07,1.50E-07,1.20E-07,8.47E-08,5.28E-08,2.88E-08,1.63E-08,1.41E-08,1.27E-08,1.09E-08,8.23E-09,5.01E-09,2.26E-09
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,Light truck,N2O,MTCO2e,2.87E-08,1.18E-08,5.38E-08,5.29E-07,2.29E-06,1.88E-06,8.19E-07,2.85E-07,6.02E-08,2.79E-08,8.89E-09,1.75E-09,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,Medium truck,N2O,MTCO2e,2.00E-07,8.23E-08,3.74E-07,3.73E-06,1.69E-05,1.65E-05,1.02E-05,4.70E-06,1.31E-06,7.02E-07,2.40E-07,4.49E-08,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,Mini Car,N2O,MTCO2e,8.02E-09,3.30E-09,1.50E-08,1.30E-07,5.98E-07,6.75E-07,5.35E-07,2.76E-07,9.88E-08,7.03E-08,4.16E-08,2.08E-08,8.98E-09,4.29E-09,3.50E-09,3.00E-09,2.46E-09,1.79E-09,1.05E-09,4.65E-10
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,mining energy use,N2O,MTCO2e,1.35E-08,5.94E-09,1.62E-08,1.56E-07,7.36E-07,7.60E-07,5.04E-07,2.57E-07,8.89E-08,7.45E-08,6.76E-08,6.17E-08,4.98E-08,3.62E-08,3.22E-08,3.13E-08,3.05E-08,2.80E-08,2.30E-08,1.73E-08
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,N fertilizer,N2O,MTCO2e,7.84E-08,2.09E-08,7.08E-08,5.62E-07,3.12E-06,3.13E-06,1.57E-06,5.26E-07,9.51E-08,3.45E-08,1.35E-08,3.23E-09,5.88E-10,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,Passenger Rail,N2O,MTCO2e,1.23E-08,5.05E-09,2.30E-08,2.42E-07,1.20E-06,1.36E-06,9.09E-07,4.49E-07,1.60E-07,1.41E-07,1.44E-07,1.32E-07,1.01E-07,6.57E-08,5.03E-08,4.01E-08,2.98E-08,1.84E-08,7.62E-09,0
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,resid others,N2O,MTCO2e,2.67E-07,7.22E-08,2.79E-07,3.04E-06,1.39E-05,1.08E-05,6.26E-06,2.57E-06,7.37E-07,5.35E-07,5.01E-07,4.32E-07,3.17E-07,2.06E-07,1.63E-07,1.40E-07,1.21E-07,9.80E-08,7.10E-08,4.73E-08
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,chemical energy use,CH4,MTCO2e,0,0.531263751,0.20258002,0.061374329,0.020920722,0.005626345,0.002622417,0.001026746,0.000260905,5.59E-05,1.58E-05,7.69E-06,3.87E-06,2.39E-06,1.10E-06,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,iron and steel,CH4,MTCO2e,0,1.083625141,0.916343158,0.486882155,0.293082496,0.106497027,0.052255627,0.019478232,0.004829233,0.000991477,0.000261456,0.000116384,5.37E-05,3.07E-05,1.31E-05,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,mining energy use,CH4,MTCO2e,0,0.000224523,0.214091965,0.063835986,0.016990343,0.00388072,0.001639809,0.000609746,0.000162429,3.66E-05,1.02E-05,4.67E-06,2.19E-06,1.26E-06,5.43E-07,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,gas processing,alumina,CH4,MTCO2e,0,4.78E-07,4.29E-07,1.70E-07,1.63E-08,4.91E-09,2.02E-09,9.55E-10,2.52E-10,5.79E-11,2.70E-11,1.37E-11,8.96E-12,6.02E-12,2.92E-12,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,gas processing,comm others,CH4,MTCO2e,0,1.53E-05,4.24E-05,3.09E-05,4.00E-06,7.61E-07,1.95E-07,6.06E-08,1.13E-08,2.02E-09,1.07E-09,6.34E-10,4.35E-10,3.02E-10,1.52E-10,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,refining,construction,CH4,MTCO2e,0,4.36E-06,5.56E-06,2.40E-06,1.25E-06,4.81E-07,1.67E-07,6.66E-08,1.81E-08,4.12E-09,1.19E-09,5.76E-10,2.90E-10,1.79E-10,8.38E-11,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,chemical energy use,N2O,MTCO2e,0,0.002605193,0.000992739,0.000397087,0.000220807,7.09E-05,3.20E-05,1.23E-05,3.11E-06,6.97E-07,2.14E-07,1.11E-07,5.74E-08,3.60E-08,1.68E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,iron and steel,N2O,MTCO2e,0,0.005313843,0.004490518,0.003150086,0.003093325,0.001342028,0.000636692,0.000232785,5.75E-05,1.24E-05,3.55E-06,1.68E-06,7.99E-07,4.64E-07,2.00E-07,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,mining energy use,N2O,MTCO2e,0,1.10E-06,0.001049153,0.000413013,0.000179324,4.89E-05,2.00E-05,7.29E-06,1.93E-06,4.57E-07,1.38E-07,6.74E-08,3.25E-08,1.90E-08,8.28E-09,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,gas processing,alumina,N2O,MTCO2e,0,2.35E-09,2.10E-09,1.10E-09,1.72E-10,6.18E-11,2.46E-11,1.14E-11,3.00E-12,7.23E-13,3.66E-13,1.98E-13,1.33E-13,9.07E-14,4.46E-14,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,gas processing,comm others,N2O,MTCO2e,0,7.52E-08,2.08E-07,2.00E-07,4.22E-08,9.59E-09,2.38E-09,7.24E-10,1.35E-10,2.52E-11,1.45E-11,9.15E-12,6.46E-12,4.56E-12,2.32E-12,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,refining,construction,N2O,MTCO2e,0,2.14E-08,2.72E-08,1.55E-08,1.31E-08,6.07E-09,2.04E-09,7.96E-10,2.16E-10,5.14E-11,1.61E-11,8.32E-12,4.31E-12,2.71E-12,1.28E-12,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,chemical energy use,CH4,MTCO2e,0,0.002940821,0.000882608,0.000708486,0.001442797,0.001933661,0.001236185,0.000730707,0.000354191,0.000161904,8.10E-05,5.49E-05,3.30E-05,2.30E-05,1.64E-05,1.17E-05,8.68E-06,8.63E-06,5.56E-06,4.65E-06
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,iron and steel,CH4,MTCO2e,0,0.005998428,0.003992358,0.005620413,0.020212423,0.036600869,0.024632853,0.013862118,0.006555915,0.002873849,0.001340129,0.000830384,0.000458586,0.00029674,0.000195802,0.000128573,8.80E-05,8.03E-05,4.74E-05,3.62E-05
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,mining energy use,CH4,MTCO2e,0,1.24E-06,0.000932764,0.000736902,0.001171738,0.001333725,0.000772992,0.000433939,0.000220505,0.00010603,5.22E-05,3.33E-05,1.87E-05,1.22E-05,8.09E-06,5.36E-06,3.69E-06,3.35E-06,1.93E-06,1.40E-06
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,refining,construction,CH4,MTCO2e,0,0.081204562,0.048185892,0.046317173,0.030172374,0.020857826,0.01545268,0.011913973,0.008887785,0.006738218,0.005423558,0.004481432,0.003714123,0.003090193,0.002868485,0.003116911,0.003203021,0.003122637,0.002840969,0.002303627
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,chemical energy use,N2O,MTCO2e,0,5.53E-06,1.66E-06,1.08E-06,2.27E-06,2.61E-06,1.25E-06,5.72E-07,2.23E-07,8.18E-08,3.24E-08,1.73E-08,8.22E-09,4.55E-09,2.26E-09,9.84E-10,4.76E-10,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,iron and steel,N2O,MTCO2e,0,1.13E-05,7.51E-06,8.55E-06,3.18E-05,4.94E-05,2.49E-05,1.09E-05,4.12E-06,1.45E-06,5.36E-07,2.61E-07,1.14E-07,5.86E-08,2.69E-08,1.08E-08,4.83E-09,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,mining energy use,N2O,MTCO2e,0,2.34E-09,1.75E-06,1.12E-06,1.84E-06,1.80E-06,7.82E-07,3.40E-07,1.39E-07,5.36E-08,2.09E-08,1.05E-08,4.65E-09,2.40E-09,1.11E-09,4.53E-10,2.03E-10,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,refining,construction,N2O,MTCO2e,0,0.000152664,9.06E-05,7.05E-05,4.75E-05,2.82E-05,1.56E-05,9.33E-06,5.59E-06,3.40E-06,2.17E-06,1.41E-06,9.25E-07,6.11E-07,3.95E-07,2.63E-07,1.76E-07,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,chemical energy use,CH4,MTCO2e,0,0.017249411,0.001464266,0.001764514,0.001819026,0.00187925,0.001879776,0.001789003,0.001172206,0.000655859,0.000393495,0.000258716,0.000159026,9.41E-05,5.85E-05,3.89E-05,2.73E-05,2.32E-05,1.69E-05,1.27E-05
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,iron and steel,CH4,MTCO2e,0,0.035183833,0.006623407,0.013997875,0.025483092,0.035570964,0.03745738,0.033938889,0.02169704,0.011641712,0.006512642,0.00391614,0.002210421,0.001212006,0.000698647,0.000429473,0.000277145,0.000216114,0.000143694,9.90E-05
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,mining energy use,CH4,MTCO2e,0,7.29E-06,0.001547475,0.001835286,0.001477285,0.001296195,0.001175432,0.001062422,0.00072977,0.000429517,0.000253909,0.000157183,8.99E-05,4.96E-05,2.89E-05,1.79E-05,1.16E-05,9.01E-06,5.84E-06,3.82E-06
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,gas processing,alumina,CH4,MTCO2e,0,0.003031712,0.001678033,0.00201133,0.001841369,0.001593518,0.001784414,0.002140863,0.002240967,0.00227644,0.002100828,0.001925836,0.00159856,0.001202093,0.000976548,0.000827262,0.000676075,0.000541202,0.000419084,0.000305802
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,gas processing,comm others,CH4,MTCO2e,0,0.097166301,0.166104486,0.365180094,0.451885547,0.247250966,0.172222225,0.13578883,0.101109333,0.079367348,0.083045425,0.088971143,0.077552949,0.060411792,0.050769027,0.044010856,0.036302401,0.028575148,0.021722915,0.015642651
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,construction,CH4,MTCO2e,0,6.42E-07,1.77E-06,2.12E-05,0.00011264,0.000129573,0.000113376,0.000141653,0.000168834,0.000174989,0.000188655,0.000192468,0.000166045,0.0001248,0.000112415,0.000108438,0.00010205,8.77E-05,6.41E-05,3.97E-05
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,chemical energy use,N2O,MTCO2e,0,3.72E-05,3.16E-06,2.99E-06,2.65E-06,2.47E-06,2.04E-06,9.17E-07,2.15E-07,1.25E-07,7.90E-08,5.50E-08,3.61E-08,2.30E-08,1.56E-08,1.15E-08,9.19E-09,9.13E-09,8.09E-09,8.00E-09
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,iron and steel,N2O,MTCO2e,0,7.58E-05,1.43E-05,2.38E-05,3.71E-05,4.68E-05,4.06E-05,1.74E-05,3.97E-06,2.22E-06,1.31E-06,8.32E-07,5.01E-07,2.97E-07,1.87E-07,1.27E-07,9.32E-08,8.49E-08,6.89E-08,6.23E-08
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,mining energy use,N2O,MTCO2e,0,1.57E-08,3.33E-06,3.12E-06,2.15E-06,1.71E-06,1.27E-06,5.44E-07,1.34E-07,8.20E-08,5.10E-08,3.34E-08,2.04E-08,1.21E-08,7.72E-09,5.31E-09,3.91E-09,3.54E-09,2.80E-09,2.40E-09
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,gas processing,alumina,N2O,MTCO2e,0,6.53E-06,3.62E-06,3.41E-06,2.68E-06,2.10E-06,1.93E-06,1.10E-06,4.10E-07,4.34E-07,4.22E-07,4.09E-07,3.63E-07,2.94E-07,2.61E-07,2.45E-07,2.27E-07,2.13E-07,2.01E-07,1.93E-07
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,gas processing,comm others,N2O,MTCO2e,0,0.000209365,0.000357906,0.000619836,0.000658213,0.000325353,0.00018663,6.96E-05,1.85E-05,1.51E-05,1.67E-05,1.89E-05,1.76E-05,1.48E-05,1.36E-05,1.31E-05,1.22E-05,1.12E-05,1.04E-05,9.85E-06
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,refining,construction,N2O,MTCO2e,0,1.38E-09,3.82E-09,3.59E-08,1.64E-07,1.71E-07,1.23E-07,7.26E-08,3.09E-08,3.34E-08,3.79E-08,4.09E-08,3.77E-08,3.05E-08,3.00E-08,3.22E-08,3.43E-08,3.45E-08,3.07E-08,2.50E-08
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,construction,CH4,MTCO2e,0,0,0.007044813,0.001893906,0.000467278,0.000113305,5.27E-05,2.17E-05,6.61E-06,1.69E-06,4.97E-07,2.30E-07,1.06E-07,5.90E-08,2.46E-08,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,coal,electricity,construction,N2O,MTCO2e,0,0,3.45E-05,1.23E-05,4.93E-06,1.43E-06,6.42E-07,2.59E-07,7.88E-08,2.11E-08,6.74E-09,3.32E-09,1.57E-09,8.90E-10,3.76E-10,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,construction,CH4,MTCO2e,0,0,3.07E-05,2.19E-05,3.22E-05,3.89E-05,2.48E-05,1.54E-05,8.98E-06,4.89E-06,2.55E-06,1.64E-06,9.02E-07,5.70E-07,3.67E-07,2.36E-07,1.58E-07,1.41E-07,8.02E-08,5.85E-08
GCAM_CWF_W16_nuctrial3_cprice12,India,oil,electricity,construction,N2O,MTCO2e,0,0,5.77E-08,3.33E-08,5.07E-08,5.26E-08,2.51E-08,1.21E-08,5.65E-09,2.47E-09,1.02E-09,5.16E-10,2.25E-10,1.13E-10,5.06E-11,1.99E-11,8.70E-12,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,construction,CH4,MTCO2e,0,0,5.09E-05,5.44E-05,4.06E-05,3.78E-05,3.78E-05,3.78E-05,2.97E-05,1.98E-05,1.24E-05,7.73E-06,4.35E-06,2.33E-06,1.31E-06,7.90E-07,4.99E-07,3.79E-07,2.43E-07,1.60E-07
GCAM_CWF_W16_nuctrial3_cprice12,India,natural gas,electricity,construction,N2O,MTCO2e,0,0,1.10E-07,9.24E-08,5.92E-08,4.98E-08,4.09E-08,1.94E-08,5.44E-09,3.78E-09,2.49E-09,1.64E-09,9.86E-10,5.69E-10,3.50E-10,2.34E-10,1.68E-10,1.49E-10,1.17E-10,1.01E-10
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,agricultural energy use,agricultural energy use,N2O_AGR,MTCO2e,0,0,0,0.001251545,0.005407844,0.012748207,0.018694662,0.021206528,0.024159127,0.028197205,0.033555387,0.042540689,0.058414333,0.073536353,0.098873973,0.138744744,0.177927172,0.190168323,0.222547205,0.240334469
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,alumina,alumina,N2O_AGR,MTCO2e,0,0,0,0.000223186,0.000309338,0.000458483,0.00067885,0.001019883,0.001731588,0.00321153,0.005244362,0.007545232,0.010372997,0.01222553,0.01531301,0.020076868,0.024277155,0.024299095,0.026139511,0.025670353
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,cement,cement,N2O_AGR,MTCO2e,0,0,0,0.002246419,0.002375938,0.003836137,0.015256082,0.03258197,0.058586275,0.103089973,0.154703813,0.200315152,0.254845825,0.291734177,0.366359065,0.488751012,0.602556063,0.615859365,0.679564969,0.687369491
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,comm others,comm others,N2O_AGR,MTCO2e,0,0,0,0.057604048,0.055078351,0.031173479,0.017118251,0.009567946,0.006670841,0.005666781,0.007364475,0.009072183,0.011032237,0.012035813,0.013570855,0.016015441,0.017378104,0.016237127,0.016779777,0.015774576
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,construction,construction,N2O_AGR,MTCO2e,0,0,0,2.98E-05,0.000109433,0.000276241,0.000453934,0.000574058,0.0007653,0.0010685,0.00142892,0.001846566,0.002415116,0.002812605,0.003482428,0.004476693,0.005224768,0.005004939,0.005158034,0.004843518
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,2W and 3W,N2O_AGR,MTCO2e,0,0,0,7.84E-05,0.000489154,0.001667486,0.002250413,0.001677396,0.001113044,0.000794421,0.000651886,0.000725399,0.000761751,0.000869824,0.000979898,0.001017407,0.001085629,0.001398357,0.001519862,0.001737881
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,agricultural energy use,N2O_AGR,MTCO2e,0,0,0,0.009173361,0.014800574,0.026200299,0.031971903,0.024421756,0.017808289,0.014287119,0.013110934,0.015789888,0.017690157,0.021261158,0.0247819,0.026557793,0.029338834,0.039043067,0.043753076,0.051605908
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,aluminum,N2O_AGR,MTCO2e,0,0,0,0.001187491,0.002391336,0.004556779,0.005593258,0.004211738,0.002982968,0.002337452,0.002139824,0.002594249,0.002932993,0.003547725,0.004125954,0.004384683,0.004787582,0.006303733,0.007001325,0.0081818
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Bus,N2O_AGR,MTCO2e,0,0,0,3.88E-05,0.000520489,0.001660253,0.002608356,0.002163844,0.001684559,0.0014277,0.001312587,0.001557552,0.001690694,0.00196079,0.002196952,0.002262956,0.002412063,0.003102552,0.003367427,0.00385219
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Car,N2O_AGR,MTCO2e,0,0,0,1.16E-06,3.75E-05,0.000323144,0.000633353,0.000658949,0.000579313,0.00050949,0.000511603,0.000658056,0.000770637,0.000959016,0.001155826,0.00127493,0.001433881,0.001934889,0.002193773,0.002606895
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,cement,N2O_AGR,MTCO2e,0,0,0,0.001378644,0.00211385,0.003667693,0.004452581,0.003275477,0.002176022,0.001582529,0.001378746,0.001594048,0.001734891,0.002047353,0.002353065,0.002488016,0.002711967,0.003570274,0.003969137,0.004646381
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,chemical energy use,N2O_AGR,MTCO2e,0,0,0,0.00072357,0.001374844,0.00265228,0.003519776,0.002956211,0.002166539,0.001734289,0.001646645,0.002094262,0.002461501,0.003059986,0.00364988,0.003986984,0.004474577,0.006031368,0.006833185,0.008133564
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,comm cooling,N2O_AGR,MTCO2e,0,0,0,0.001219713,0.003041586,0.00860817,0.015134068,0.015874639,0.014756729,0.01418662,0.015180197,0.020539332,0.025066785,0.032038502,0.038636221,0.041876651,0.046120082,0.060316064,0.065279416,0.074716273
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,comm heating,N2O_AGR,MTCO2e,0,0,0,0.000114959,0.000272197,0.000771989,0.001353965,0.001410071,0.001299319,0.001237942,0.001314601,0.001771473,0.002165258,0.002792286,0.003422341,0.003794525,0.004301315,0.005821841,0.006552365,0.00783165
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,comm others,N2O_AGR,MTCO2e,0,0,0,0.015020134,0.042740925,0.110773863,0.163235641,0.142851416,0.113793361,0.097552596,0.096289634,0.12403038,0.148109022,0.188764835,0.230676739,0.256675117,0.292643127,0.398605907,0.452888661,0.541006368
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,construction,N2O_AGR,MTCO2e,0,0,0,2.23E-05,3.07E-05,5.34E-05,7.08E-05,6.24E-05,5.49E-05,5.24E-05,5.18E-05,6.26E-05,6.73E-05,7.56E-05,8.18E-05,8.08E-05,8.17E-05,9.85E-05,9.85E-05,0.000102288
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Freight Rail,N2O_AGR,MTCO2e,0,0,0,0.000526753,0.001138329,0.002380433,0.003360937,0.002766008,0.002074965,0.001709566,0.001711444,0.002292625,0.002888635,0.003922035,0.005153246,0.00623061,0.007775997,0.01171795,0.014918092,0.020035381
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Heavy truck,N2O_AGR,MTCO2e,0,0,0,1.10E-09,1.64E-05,0.000305885,0.001626914,0.002708921,0.003132602,0.003234513,0.003367104,0.004417235,0.005329872,0.006899295,0.008619307,0.009881013,0.011657051,0.016552653,0.019787507,0.024834653
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,HSR,N2O_AGR,MTCO2e,0,0,0,1.20E-06,5.72E-06,1.90E-05,3.43E-05,3.70E-05,3.49E-05,3.45E-05,3.66E-05,5.04E-05,6.38E-05,8.57E-05,0.000110017,0.000128272,0.000152617,0.000217083,0.000258547,0.000322494
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,industrial energy use,N2O_AGR,MTCO2e,0,0,0,0.021709166,0.052042159,0.130735638,0.221385576,0.223220932,0.194538818,0.176337763,0.177246262,0.228315788,0.267416348,0.329552116,0.3887686,0.418509761,0.462078306,0.612711753,0.682611557,0.797597373
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,iron and steel,N2O_AGR,MTCO2e,0,0,0,0.005740077,0.019260454,0.050203082,0.070136864,0.056081797,0.040101702,0.030784196,0.027253205,0.031700462,0.034214179,0.039404241,0.043597406,0.043968676,0.045365572,0.05611764,0.058251387,0.063378608
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Large Car and Truck,N2O_AGR,MTCO2e,0,0,0,1.63E-07,9.22E-06,0.000117107,0.000280124,0.000362016,0.000390856,0.000414494,0.000473193,0.000663612,0.000826814,0.001078694,0.001349874,0.001541389,0.001788381,0.002483858,0.00289363,0.003527878
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Light truck,N2O_AGR,MTCO2e,0,0,0,1.13E-06,0.000115887,0.001072374,0.002565383,0.002571984,0.002179735,0.00189147,0.001811808,0.002305208,0.002758812,0.003563229,0.004443793,0.005086927,0.005993471,0.008500073,0.010149407,0.012724259
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Medium truck,N2O_AGR,MTCO2e,0,0,0,8.09E-09,0.000134061,0.002047167,0.008859359,0.012884331,0.013842172,0.013803541,0.014121306,0.018395658,0.022148121,0.028640965,0.035752837,0.040958723,0.048291537,0.068533147,0.081881934,0.102714965
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Mini Car,N2O_AGR,MTCO2e,0,0,0,1.33E-07,7.36E-06,8.12E-05,0.000180386,0.000208292,0.000195708,0.000186301,0.000194538,0.000253511,0.00029636,0.000365298,0.000433724,0.000471907,0.000524243,0.000699377,0.000784461,0.00092272
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,mining energy use,N2O_AGR,MTCO2e,0,0,0,0.000752592,0.001116552,0.001829385,0.002200931,0.001755583,0.001348802,0.001135773,0.001062523,0.001272368,0.001391859,0.001614072,0.001802352,0.001834257,0.001902626,0.002339861,0.002367911,0.002443096
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,Passenger Rail,N2O_AGR,MTCO2e,0,0,0,0.000461227,0.000900869,0.00160508,0.001993082,0.001426522,0.000933661,0.000674611,0.000573243,0.000655022,0.00070873,0.000834545,0.000956711,0.001011067,0.00110386,0.001456307,0.001623838,0.001912698
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,resid cooling,N2O_AGR,MTCO2e,0,0,0,0.00178782,0.003511313,0.007630653,0.010783909,0.009643295,0.008051417,0.007253518,0.007516743,0.010104205,0.012461609,0.016308433,0.020275372,0.022813488,0.026211864,0.035747829,0.040457698,0.048284246
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,resid heating,N2O_AGR,MTCO2e,0,0,0,0.000297663,0.000511602,0.001146282,0.001684215,0.001564035,0.001361051,0.001276592,0.001371321,0.001906167,0.002422711,0.003254739,0.004154808,0.004800117,0.005661219,0.007929868,0.009221143,0.011299629
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,electricity,resid others,N2O_AGR,MTCO2e,0,0,0,0.017196053,0.033810418,0.091725666,0.143518553,0.129737676,0.103835294,0.087219092,0.082977051,0.102558785,0.117620688,0.144630688,0.171448679,0.185851974,0.207245119,0.27706032,0.309897131,0.365473276
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,gas processing,2W and 3W,N2O_AGR,MTCO2e,0,0,0,0.000101662,8.48E-05,5.06E-05,1.85E-05,5.27E-06,1.50E-06,4.39E-07,5.44E-07,6.59E-07,7.73E-07,8.45E-07,7.99E-07,7.50E-07,5.49E-07,3.43E-07,2.22E-07,5.34E-08
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,gas processing,agricultural energy use,N2O_AGR,MTCO2e,0,0,0,2.11E-05,2.41E-05,1.88E-05,1.06E-05,5.28E-06,2.29E-06,1.09E-06,1.03E-06,1.07E-06,1.32E-06,1.60E-06,1.70E-06,1.80E-06,1.54E-06,1.16E-06,8.94E-07,2.40E-07
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,gas processing,alumina,N2O_AGR,MTCO2e,0,0,0,7.30E-07,9.85E-07,1.05E-06,9.70E-07,7.75E-07,5.78E-07,4.78E-07,6.86E-07,9.18E-07,1.33E-06,1.78E-06,2.04E-06,2.27E-06,2.03E-06,1.59E-06,1.27E-06,3.55E-07
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,gas processing,Bus,N2O_AGR,MTCO2e,0,0,0,0.000324205,0.000411306,0.000349595,0.00020106,0.000105841,4.70E-05,1.70E-05,8.28E-06,0,0,0,0,0,0,0,0,0
GCAM_CWF_W16_nuctrial3_cprice12,India,biomass,gas processing,Car,N2O_AGR,MTCO2e,0,0,0,2.39E-05,2.40E-05,1.77E-05,1.14E-05,6.20E-06,3.51E-06,1.83E-06,1.49E-06,9.40E-07,3.78E-07,0,0,0,0,0,0,0
