supplysector,subsector,technology,variable,unit,1975,1990,2005,2010,2015,2021,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
trn_aviation_intl_pass,International Aviation,Liquids,annual travel per vehicle,vkt/veh/yr,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000
trn_aviation_intl_pass,International Aviation,BEV,annual travel per vehicle,vkt/veh/yr,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000
trn_aviation_intl_pass,International Aviation,Hydrogen,annual travel per vehicle,vkt/veh/yr,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000,1785000
trn_ship_intl_pass,International Ship,Liquids,annual travel per vehicle,vkt/veh/yr,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073
trn_ship_intl_pass,International Ship,BEV,annual travel per vehicle,vkt/veh/yr,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073
trn_ship_intl_pass,International Ship,FCEV,annual travel per vehicle,vkt/veh/yr,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073
trn_ship_intl_pass,International Ship,Hybrid Liquids,annual travel per vehicle,vkt/veh/yr,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073,288073
trn_dom_ship_pass,Domestic Ship,BEV,annual travel per vehicle,vkt/veh/yr,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054
trn_dom_ship_pass,Domestic Ship,FCEV,annual travel per vehicle,vkt/veh/yr,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054
trn_dom_ship_pass,Domestic Ship,Hybrid Liquids,annual travel per vehicle,vkt/veh/yr,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054
trn_dom_ship_pass,Domestic Ship,Liquids,annual travel per vehicle,vkt/veh/yr,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054,216054
trn_fret_rail_pass,Freight Rail,BEV,annual travel per vehicle,vkt/veh/yr,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900
trn_fret_rail_pass,Freight Rail,Coal,annual travel per vehicle,vkt/veh/yr,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900
trn_fret_rail_pass,Freight Rail,Electric,annual travel per vehicle,vkt/veh/yr,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900
trn_fret_rail_pass,Freight Rail,FCEV,annual travel per vehicle,vkt/veh/yr,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900
trn_fret_rail_pass,Freight Rail,Hybrid Liquids,annual travel per vehicle,vkt/veh/yr,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900
trn_fret_rail_pass,Freight Rail,Liquids,annual travel per vehicle,vkt/veh/yr,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900,61900
trn_fret_road_pass,Heavy truck,Liquids,annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_pass,Heavy truck,NG,annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_pass,Heavy truck,FCEV,annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_pass,Heavy truck,Hybrid Liquids,annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (NMC111),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (NMC622),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (NMC811),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (NCA),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (LFP),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (Na_ion),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (LFP_si),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (NMC811_si),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (LFP_ssb),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_ht_bev_pass,fret_road_ht_bev,h_truck_bev (NMC811_ssb),annual travel per vehicle,vkt/veh/yr,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
trn_fret_road_pass,Medium truck,Liquids,annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_pass,Medium truck,NG,annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_pass,Medium truck,FCEV,annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_pass,Medium truck,Hybrid Liquids,annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (NMC111),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (NMC622),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (NMC811),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (NCA),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (LFP),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (Na_ion),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (LFP_si),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (NMC811_si),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
trn_fret_road_mt_bev_pass,fret_road_mt_bev,m_truck_bev (LFP_ssb),annual travel per vehicle,vkt/veh/yr,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
